Date,LQQ3_Price,TQQQ_Price,TQQQ_SMA200,Signal,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2013-02-28,325.27801513671875,1.1205036640167236,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,10852.4401651196,8.524401651196012
2013-03-01,328.52398681640625,1.1320960521697998,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,10960.737411758524,9.607374117585232
2013-03-04,332.68798828125,1.1466866731643677,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11099.6634216387,10.99663421638699
2013-03-05,347.0299987792969,1.197055459022522,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11578.164284084478,15.781642840844778
2013-03-06,344.6650085449219,1.1894607543945312,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11499.259735312993,14.992597353129922
2013-03-07,347.2120056152344,1.1998541355133057,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11584.236684322852,15.842366843228529
2013-03-08,348.9119873046875,1.2012529373168945,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11640.954165087222,16.409541650872207
2013-03-11,351.7659912109375,1.2136452198028564,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11736.173962252355,17.361739622523544
2013-03-12,347.5979919433594,1.1988543272018433,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11597.114571347496,15.971145713474954
2013-03-13,346.8320007324219,1.1950569152832031,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11571.558359747358,15.715583597473582
2013-03-14,350.0140075683594,1.2072489261627197,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11677.721509991308,16.77721509991308
2013-03-15,347.0400085449219,1.1958562135696411,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11578.498245734072,15.784982457340725
2013-03-18,344.37701416015625,1.1876617670059204,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11489.651210656797,14.896512106567972
2013-03-19,342.49700927734375,1.182864785194397,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11426.927511078517,14.269275110785173
2013-03-20,349.3450012207031,1.205450177192688,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11655.401060959506,16.55401060959507
2013-03-21,337.7330017089844,1.1668744087219238,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11267.983147562074,12.679831475620752
2013-03-22,347.1889953613281,1.1990548372268677,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11583.468979799087,15.834689797990876
2013-03-25,342.89898681640625,1.1868617534637451,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11440.338922201903,14.403389222019026
2013-03-26,349.26300048828125,1.2050509452819824,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11652.665222689802,16.52665222689802
2013-03-27,350.6260070800781,1.2114462852478027,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11698.140006701633,16.981400067016338
2013-03-28,353.8630065917969,1.2184425592422485,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11806.137909666835,18.06137909666836
2013-04-02,354.4410095214844,1.221840739250183,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11825.42215857945,18.254221585794483
2013-04-03,344.77301025390625,1.1894607543945312,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11502.863059331035,15.028630593310343
2013-04-04,344.9119873046875,1.1900604963302612,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11507.499831746456,15.07499831746455
2013-04-05,336.3110046386719,1.1608784198760986,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11220.540229804306,12.205402298043055
2013-04-08,341.4939880371094,1.1786671876907349,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11393.46312834299,13.934631283429887
2013-04-09,348.2879943847656,1.2018523216247559,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11620.135525302838,16.20135525302837
2013-04-10,368.5950012207031,1.2722092866897583,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12297.650040161943,22.976500401619425
2013-04-11,368.51800537109375,1.270010232925415,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12295.081182717036,22.95081182717036
2013-04-12,367.4939880371094,1.2686115503311157,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12260.916295057968,22.609162950579687
2013-04-15,344.65301513671875,1.1914591789245605,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11498.859592238934,14.988595922389347
2013-04-16,359.760986328125,1.2412283420562744,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12002.91564810909,20.029156481090915
2013-04-17,338.2820129394531,1.1686731576919556,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11286.300129501775,12.863001295017739
2013-04-18,323.65899658203125,1.1181049346923828,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,10798.423904649062,7.984239046490615
2013-04-19,337.2770080566406,1.1644757986068726,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11252.769565341785,12.527695653417847
2013-04-22,347.9880065917969,1.200253963470459,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11610.126857572586,16.101268575725868
2013-04-23,357.364013671875,1.235632061958313,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11922.944051140117,19.229440511401165
2013-04-24,356.8699951171875,1.2326339483261108,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11906.46182192167,19.0646182192167
2013-04-25,362.3399963378906,1.252621054649353,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12088.960663492198,20.889606634921986
2013-04-26,359.29400634765625,1.2420274019241333,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,11987.335522614854,19.873355226148547
2013-04-29,369.2460021972656,1.2750070095062256,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12319.369765494777,23.193697654947766
2013-04-30,377.156005859375,1.3029900789260864,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12583.275831857232,25.832758318572324
2013-05-01,371.6099853515625,1.2863996028900146,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12398.24071446615,23.98240714466151
2013-05-02,386.2489929199219,1.3329713344573975,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,12886.650463417607,28.86650463417608
2013-05-03,399.8080139160156,1.379542589187622,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,13339.027990364391,33.390279903643915
2013-05-07,403.14599609375,1.393933653831482,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,13450.395036922617,34.503950369226175
2013-05-08,409.42498779296875,1.415719747543335,,1.0,0.0,24.424498499482485,10000.0,BUY,24.424498499482485,0.0,0.0,13659.884699740478,36.59884699740479
2013-05-09,407.1830139160156,1.410723328590393,,1.0,0.0,24.424498499482485,9945.24091240648,HOLD,0.0,-0.0054759087593519995,-0.5475908759352,13585.084417461429,35.85084417461428
2013-05-10,415.3680114746094,1.4347083568572998,,1.0,0.0,24.424498499482485,10145.15537299462,HOLD,0.0,0.020101520149074625,1.451553729946209,13858.16526560591,38.581652656059106
2013-05-13,415.7919921875,1.4403043985366821,,1.0,0.0,24.424498499482485,10155.510889280427,HOLD,0.0,0.0010207351100182116,1.55510889280428,13872.31078145295,38.7231078145295
2013-05-14,422.1780090332031,1.4614908695220947,,1.0,0.0,24.424498499482485,10311.486148145972,HOLD,0.0,0.015358681662207996,3.1148614814597186,14085.371186664504,40.853711866645035
2013-05-15,425.0,1.4722843170166016,,1.0,0.0,24.424498499482485,10380.411862280056,HOLD,0.0,0.0066843627721380194,3.8041186228005675,14179.52291745639,41.79522917456391
2013-05-16,423.5820007324219,1.4668875932693481,,1.0,0.0,24.424498499482485,10345.777941296827,HOLD,0.0,-0.0033364688648896967,3.457779412968276,14132.213380723306,41.322133807233065
2013-05-17,436.1210021972656,1.508261799812317,,1.0,0.0,24.424498499482485,10652.036763759912,HOLD,0.0,0.02960230001077102,6.5203676375991115,14550.559401035709,45.5055940103571
2013-05-20,432.6130065917969,1.5014665126800537,,1.0,0.0,24.424498499482485,10566.35573035795,HOLD,0.0,-0.008043629148320686,5.663557303579481,14433.520097313167,44.33520097313166
2013-05-21,435.0459899902344,1.5070626735687256,,1.0,0.0,24.424498499482485,10625.780129722352,HOLD,0.0,0.005623925682690434,6.257801297223531,14514.693141680074,45.146931416800754
2013-05-22,423.2380065917969,1.4702858924865723,,1.0,0.0,24.424498499482485,10337.3760569253,HOLD,0.0,-0.02714191986622516,3.3737605692530037,14120.736503545746,41.20736503545746
2013-05-23,419.9630126953125,1.4542955160140991,,0.0,6769.8747424537705,8.304329489824045,10257.385973414805,SELL,16.12016900965844,-0.007737948495828317,2.573859734148054,14011.470971758146,40.11470971758146
2013-05-24,419.7590026855469,1.4534962177276611,,0.0,6769.8747424537705,8.304329489824045,10255.691807074489,HOLD,0.0,-0.00016516550558853815,2.5569180707448957,14004.664466796117,40.046644667961175
2013-05-28,428.47198486328125,1.4834777116775513,,0.0,6769.8747424537705,8.304329489824045,10328.04728191736,HOLD,0.0,0.007055153002253789,3.2804728191735855,14295.360773780996,42.95360773780996
2013-05-29,421.1910095214844,1.4610919952392578,,0.0,6769.8747424537705,8.304329489824045,10267.583663671794,HOLD,0.0,-0.005854312688074792,2.675836636717932,14052.441346203483,40.524413462034836
2013-05-30,428.3599853515625,1.4848765134811401,,0.0,6769.8747424537705,8.304329489824045,10327.117201069348,HOLD,0.0,0.005798203291802029,3.2711720106934905,14291.624068738267,42.91624068738267
2013-05-31,415.50299072265625,1.442503571510315,,0.0,6769.8747424537705,8.304329489824045,10220.348481422012,HOLD,0.0,-0.010338676086321552,2.2034848142201247,13862.668656996644,38.62668656996644
2013-06-03,419.3580017089844,1.4508984088897705,,0.0,6769.8747424537705,8.304329489824045,10252.361762839371,HOLD,0.0,0.0031323082060803475,2.523617628393704,13991.285637297082,39.912856372970815
2013-06-04,412.1440124511719,1.4291114807128906,,0.0,6769.8747424537705,8.304329489824045,10192.454419106445,HOLD,0.0,-0.0058432725179544676,1.9245441910644479,13750.601105514877,37.50601105514877
2013-06-05,396.9360046386719,1.3743454217910767,,0.0,6769.8747424537705,8.304329489824045,10066.162111347629,HOLD,0.0,-0.01239076502731995,0.6616211134762962,13243.20746950029,32.43207469500291
2013-06-06,402.2489929199219,1.3911349773406982,,0.0,6769.8747424537705,8.304329489824045,10110.2829166107,HOLD,0.0,0.0043830811360900945,1.102829166107,13420.467796780671,34.20467796780671
2013-06-07,418.8280029296875,1.4492988586425781,,0.0,6769.8747424537705,8.304329489824045,10247.960478346886,HOLD,0.0,0.013617577556606975,2.4796047834688473,13973.602978856461,39.73602978856461
2013-06-10,418.59600830078125,1.449898362159729,,0.0,6769.8747424537705,8.304329489824045,10246.03391850858,HOLD,0.0,-0.00018799446410600051,2.4603391850857914,13965.86280672163,39.6586280672163
2013-06-11,405.7030029296875,1.4079245328903198,,0.0,6769.8747424537705,8.304329489824045,10138.966153792946,HOLD,0.0,-0.010449678926225725,1.3896615379294541,13535.705947582072,35.357059475820705
2013-06-12,392.1600036621094,1.3591554164886475,,0.0,6769.8747424537705,8.304329489824045,10026.50062559453,HOLD,0.0,-0.011092405921124704,0.26500625594529925,13083.862962909792,30.838629629097912
2013-06-13,406.9309997558594,1.4079245328903198,,0.0,6769.8747424537705,8.304329489824045,10149.163844049936,HOLD,0.0,0.012233901241903267,1.4916384404993543,13576.676322027408,35.76676322027408
2013-06-14,399.0849914550781,1.383140206336975,,0.0,6769.8747424537705,8.304329489824045,10084.008005940354,HOLD,0.0,-0.006419823259408708,0.8400800594035251,13314.905370235689,33.14905370235688
2013-06-17,410.1839904785156,1.4215166568756104,,0.0,6769.8747424537705,8.304329489824045,10176.177750838213,HOLD,0.0,0.009140189579734948,1.761777508382134,13685.207749091354,36.85207749091355
2013-06-18,420.4440002441406,1.455095887184143,,0.0,6769.8747424537705,8.304329489824045,10261.380252500776,HOLD,0.0,0.008372741096778213,2.613802525007758,14027.518439926664,40.27518439926663
2013-06-19,405.0169982910156,1.4093235731124878,,0.0,6769.8747424537705,8.304329489824045,10133.269345241866,HOLD,0.0,-0.012484763658152875,1.332693452418665,13512.818374651415,35.12818374651414
2013-06-20,376.5950012207031,1.305388331413269,,0.0,6769.8747424537705,8.304329489824045,9897.243716811177,HOLD,0.0,-0.023292149886602553,-1.027562831888229,12564.558706843474,25.64558706843474
2013-06-21,371.73199462890625,1.2869994640350342,,0.0,6769.8747424537705,8.304329489824045,9856.85970776171,HOLD,0.0,-0.004080328847603454,-1.4314029223828961,12402.311381158474,24.02311381158473
2013-06-24,360.1419982910156,1.2472243309020996,,0.0,6769.8747424537705,8.304329489824045,9760.612559386012,HOLD,0.0,-0.009764483946130276,-2.393874406139873,12015.627572484696,20.15627572484697
2013-06-25,367.06201171875,1.2738078832626343,,0.0,6769.8747424537705,8.304329489824045,9818.078630963926,HOLD,0.0,0.005887547654235492,-1.8192136903607437,12246.504017161556,22.46504017161557
2013-06-26,377.65301513671875,1.3085862398147583,,0.0,6769.8747424537705,8.304329489824045,9906.02981297459,HOLD,0.0,0.008958084908108788,-0.939701870254106,12599.857842300255,25.99857842300255
2013-06-27,382.8030090332031,1.323177456855774,,0.0,6769.8747424537705,8.304329489824045,9948.79705916158,HOLD,0.0,0.004317294314112985,-0.512029408384207,12771.680092841338,27.716800928413377
2013-06-28,383.8710021972656,1.3267754316329956,,0.0,6769.8747424537705,8.304329489824045,9957.666026288834,HOLD,0.0,0.0008914612565231739,-0.42333973711164985,12807.312171771953,28.07312171771954
2013-07-01,391.1449890136719,1.3551572561264038,,0.0,6769.8747424537705,8.304329489824045,10018.071609516908,HOLD,0.0,0.006066239123565742,0.1807160951690756,13049.998437100207,30.499984371002075
2013-07-02,392.04998779296875,1.355757236480713,,0.0,6769.8747424537705,8.304329489824045,10025.587017568077,HOLD,0.0,0.0007501850998978821,0.2558701756807835,13080.192439291524,30.801924392915247
2013-07-03,396.7550048828125,1.3741461038589478,,0.0,6769.8747424537705,8.304329489824045,10064.659029737393,HOLD,0.0,0.0038972293692975946,0.6465902973739279,13237.168669062026,32.37168669062027
2013-07-05,405.5350036621094,1.4045263528823853,,1.0,0.0,24.99801728821299,10137.571032520927,BUY,16.693687798388943,0.0072443589562354305,1.3757103252092673,13530.100890017979,35.301008900179774
2013-07-08,406.6759948730469,1.4091237783432007,,1.0,0.0,24.99801728821299,10166.093550537642,HOLD,0.0,0.0028135455648314878,1.6609355053764263,13568.168445368812,35.68168445368811
2013-07-09,414.1470031738281,1.4349076747894287,,1.0,0.0,24.99801728821299,10352.853945200955,HOLD,0.0,0.018370910491320114,3.528539452009549,13817.428053409834,38.17428053409835
2013-07-10,421.06500244140625,1.4590922594070435,,1.0,0.0,24.99801728821299,10525.790210491718,HOLD,0.0,0.016704211824694726,5.257902104917167,14048.237298486472,40.482372984864725
2013-07-11,445.79400634765625,1.5500363111495972,,1.0,0.0,24.99801728821299,11143.966277660442,HOLD,0.0,0.05872965875308345,11.43966277660442,14873.28548110892,48.7328548110892
2013-07-12,454.343994140625,1.5662262439727783,,1.0,0.0,24.99801728821299,11357.699020323085,HOLD,0.0,0.019179234514653754,13.576990203230842,15158.543711354503,51.58543711354504
2013-07-15,454.61199951171875,1.5784181356430054,,1.0,0.0,24.99801728821299,11364.39862322302,HOLD,0.0,0.0005898732558369257,13.643986232230198,15167.485330887268,51.67485330887267
2013-07-16,453.531005859375,1.5722225904464722,,1.0,0.0,24.99801728821299,11337.375925213282,HOLD,0.0,-0.002377837922238779,13.373759252132821,15131.419509082483,51.314195090824846
2013-07-17,456.9580078125,1.5834159851074219,,1.0,0.0,24.99801728821299,11423.044179284241,HOLD,0.0,0.0075562682790151214,14.230441792842408,15245.756574335433,52.45756574335434
2013-07-18,453.6180114746094,1.5718224048614502,,1.0,0.0,24.99801728821299,11339.550893087084,HOLD,0.0,-0.007309197520970145,13.395508930870847,15134.322328176986,51.34322328176986
2013-07-19,439.04998779296875,1.5240527391433716,,1.0,0.0,24.99801728821299,10975.379185238335,HOLD,0.0,-0.032115179100325575,9.753791852383342,14648.280856045525,46.482808560455254
2013-07-22,443.4320068359375,1.5350455045700073,,1.0,0.0,24.99801728821299,11084.920973031745,HOLD,0.0,0.009980683668837864,10.849209730317444,14794.48071356201,47.9448071356201
2013-07-23,433.0329895019531,1.5008671283721924,,1.0,0.0,24.99801728821299,10824.966157936378,HOLD,0.0,-0.02345121049828003,8.249661579363776,14447.532232135522,44.47532232135523
2013-07-24,437.2099914550781,1.5150585174560547,,1.0,0.0,24.99801728821299,10929.382924973495,HOLD,0.0,0.009645920875287262,9.293829249734964,14586.891984889864,45.86891984889865
2013-07-25,446.03399658203125,1.54244065284729,,1.0,0.0,24.99801728821299,11149.96555768835,HOLD,0.0,0.02018253310631346,11.499655576883505,14881.292415293123,48.81292415293124
2013-07-26,452.3699951171875,1.568024754524231,,1.0,0.0,24.99801728821299,11308.352958608279,HOLD,0.0,0.014205191944356654,13.083529586082786,15092.68403043246,50.92684030432459
2013-07-29,449.1709899902344,1.5608296394348145,,1.0,0.0,24.99801728821299,11228.384173139622,HOLD,0.0,-0.007071656302324869,12.283841731396228,14985.953756289653,49.85953756289654
2013-07-30,456.37200927734375,1.5840154886245728,,1.0,0.0,24.99801728821299,11408.395377771538,HOLD,0.0,0.01603179957651757,14.083953777715386,15226.205563373449,52.26205563373449
2013-07-31,458.5,1.5940085649490356,,1.0,0.0,24.99801728821299,11461.590926645655,HOLD,0.0,0.004662842329059336,14.615909266456551,15297.202959185304,52.97202959185305
2013-08-01,474.54998779296875,1.6425784826278687,,1.0,0.0,24.99801728821299,11862.808798969896,HOLD,0.0,0.035005425938863244,18.628087989698972,15832.688064444825,58.326880644448245
2013-08-02,482.364990234375,1.66996169090271,,1.0,0.0,24.99801728821299,12058.168365107596,HOLD,0.0,0.016468238631196952,20.581683651075956,16093.424549663407,60.93424549663406
2013-08-05,482.510009765625,1.6735594272613525,,1.0,0.0,24.99801728821299,12061.793565856911,HOLD,0.0,0.00030064273773167116,20.61793565856911,16098.262920879497,60.98262920879498
2013-08-06,472.86199951171875,1.6437774896621704,,1.0,0.0,24.99801728821299,11820.612438732907,HOLD,0.0,-0.01999546135549113,18.20612438732907,15776.370726754512,57.763707267545115
2013-08-07,471.2829895019531,1.6343837976455688,,1.0,0.0,24.99801728821299,11781.140319210524,HOLD,0.0,-0.0033392617960338322,17.811403192105235,15723.689294706595,57.236892947065954
2013-08-08,477.3039855957031,1.6561702489852905,,1.0,0.0,24.99801728821299,11931.65328365435,HOLD,0.0,0.01277575517867291,19.31653283654351,15924.571299641286,59.245712996412855
2013-08-09,471.99200439453125,1.6383808851242065,,1.0,0.0,24.99801728821299,11798.864285752794,HOLD,0.0,-0.011129136486346725,17.98864285752795,15747.344572161019,57.4734457216102
2013-08-12,475.2510070800781,1.648574709892273,,0.0,7841.019708210762,8.499325877992415,11880.332891228427,SELL,16.498691410220573,0.006904783672612158,18.803328912284268,15856.076579849874,58.560765798498736
2013-08-13,482.6759948730469,1.6759580373764038,,1.0,0.0,24.744218500574778,11943.440282120982,BUY,16.244892622582363,0.005311921094327987,19.43440282120983,16103.800778843366,61.03800778843367
2013-08-14,477.4540100097656,1.6573694944381714,,0.0,7797.389389453791,8.413034290195423,11814.226347657259,SELL,16.331184210379355,-0.010818820324086431,18.142263476572595,15929.576651682173,59.295766516821736
