Date,LQQ3_Price,TQQQ_Price,TQQQ_SMA200,Signal,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2012-12-13,299.7279968261719,1.0293604135513306,,0.0,55000.0,0.0,55000.0,HOLD,0.0,,0.0,55000.0,0.0
2012-12-14,290.92498779296875,1.000178575515747,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,53384.65040986156,-2.936999254797157
2012-12-17,302.8739929199219,1.039153814315796,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,55577.28936565308,1.049617028460137
2012-12-18,316.9289855957031,1.087323784828186,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,58156.37642242972,5.738866222599492
2012-12-19,311.84698486328125,1.0717332363128662,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,57223.83077022858,4.043328673142876
2012-12-20,312.71600341796875,1.0725334882736206,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,57383.295421558876,4.333264402834325
2012-12-21,302.635986328125,1.039153814315796,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,55533.61522547451,0.9702095008627509
2012-12-24,300.31500244140625,1.0303590297698975,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,55107.715359191534,0.19584610762097832
2012-12-27,291.81298828125,1.0003774166107178,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,53547.598240470106,-2.640730471872532
2012-12-28,283.0530090332031,0.9713960289955139,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,51940.14460335793,-5.563373448440134
2012-12-31,300.77099609375,1.0347568988800049,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,55191.39006140312,0.34798192982385956
2013-01-02,329.7359924316406,1.131296992301941,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,60506.45844157814,10.011742621051178
2013-01-03,324.593994140625,1.1149064302444458,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,59562.90325487373,8.296187736134053
2013-01-04,321.8030090332031,1.1039137840270996,,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,59050.75830167061,7.365015093946559
