Date,LQQ3_Price,TQQQ_Price,TQQQ_MACD,TQQQ_MACD_Signal,TQQQ_SMA200,MACD_Bullish,SMA_Bullish,Hybrid_Signal,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2012-12-13,299.7279968261719,1.029360294342041,0.0,0.0,,0.0,0.0,0.0,55000.0,0.0,55000.0,HOLD,0.0,,0.0,55000.0,0.0
2012-12-14,290.92498779296875,1.0001779794692993,-0.0006547314234268686,-0.0003637396796815937,,0.0,0.0,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,0.0,53384.65040986156,-2.936999254797157
2012-12-17,302.8739929199219,1.0391536951065063,0.0003743768207142839,-6.123291722426682e-05,,1.0,0.0,1.0,0.0,181.59367025792037,55000.0,BUY,181.59367025792037,0.0,0.0,55577.28936565308,1.049617028460137
2012-12-18,316.9289855957031,1.087323546409607,0.0025724145334016235,0.0008309240782452081,,1.0,0.0,1.0,0.0,181.59367025792037,57552.29770544331,HOLD,0.0,0.04640541282624189,4.640541282624189,58156.37642242972,5.738866222599492
2012-12-19,311.84698486328125,1.0717332363128662,0.0030922652291840436,0.0015036219456115915,,1.0,0.0,1.0,0.0,181.59367025792037,56629.43854018938,HOLD,0.0,-0.016035140247174562,2.962615527617052,57223.83077022858,4.043328673142876
2012-12-20,312.71600341796875,1.0725334882736206,0.0033808609338166207,0.002012458083883837,,1.0,0.0,1.0,0.0,181.59367025792037,56787.24680905732,HOLD,0.0,0.002786682561861209,3.249539652831479,57383.295421558876,4.333264402834325
2012-12-21,302.635986328125,1.0391536951065063,0.0019955451381912237,0.0020081778685253704,,0.0,0.0,0.0,36271.474476237025,61.74184788769291,54956.77950945003,SELL,119.85182237022745,-0.03223377435011221,-0.0785827100908465,55533.61522547451,0.9702095008627509
2012-12-24,300.31500244140625,1.030358910560608,0.0006162843856296618,0.0016736796900227843,,0.0,0.0,0.0,36271.474476237025,61.74184788769291,54813.477675366456,HOLD,0.0,-0.002607536965642865,-0.33913149933372244,55107.715359191534,0.19584610762097832
2012-12-27,291.81298828125,1.0003777742385864,-0.0033659821462006523,-3.475935834862408e-05,,0.0,0.0,0.0,36271.474476237025,61.74184788769291,54288.547610351074,HOLD,0.0,-0.009576660472526255,-1.2935497993616818,53547.598240470106,-2.640730471872532
2012-12-28,283.0530090332031,0.9713960886001587,-0.006169288955497176,-0.0013769593818947557,,0.0,0.0,0.0,36271.474476237025,61.74184788769291,53747.69030411882,HOLD,0.0,-0.009962640925931354,-2.276926719783967,51940.14460335793,-5.563373448440134
2012-12-31,300.77099609375,1.0347570180892944,-0.004660124360318596,-0.0020820455286374865,,0.0,0.0,0.0,36271.474476237025,61.74184788769291,54841.63156608722,HOLD,0.0,0.020353270173631532,-0.28794260711414443,55191.39006140312,0.34798192982385956
2013-01-02,329.7359924316406,1.1312968730926514,0.0019742911684801356,-0.0012235837540563006,,1.0,0.0,1.0,0.0,171.74341067964883,56629.983964048835,BUY,110.00156279195593,0.03260939448540201,2.9636072073615294,60506.45844157814,10.011742621051178
2013-01-03,324.593994140625,1.1149065494537354,0.005964677257793483,0.00028020581289740933,,1.0,0.0,1.0,0.0,171.74341067964883,55746.87963984089,HOLD,0.0,-0.01559428879175706,1.3579629815288818,59562.90325487373,8.296187736134053
2013-01-04,321.8030090332031,1.103913426399231,0.0082455745759078,0.0019313749135172788,,1.0,0.0,1.0,0.0,171.74341067964883,55267.54633833615,HOLD,0.0,-0.008598388010262248,0.4864478878839007,59050.75830167061,7.365015093946559
2013-01-07,321.6400146484375,1.1051130294799805,0.00994542300763479,0.0035806062680515836,,1.0,0.0,1.0,0.0,171.74341067964883,55239.55312677487,HOLD,0.0,-0.0005065036068349071,0.43555113959066194,59020.848879604484,7.310634326553611
2013-01-08,319.6809997558594,1.0987164974212646,0.010722525988192233,0.005041895520749364,,1.0,0.0,1.0,0.0,171.74341067964883,54903.10522755128,HOLD,0.0,-0.0060907063902461145,-0.17617231354313256,58661.37021817572,6.657036760319479
2013-01-09,322.8089904785156,1.1099098920822144,0.011891771178468069,0.0064370026684145735,,1.0,0.0,1.0,0.0,171.74341067964883,55440.317022834555,HOLD,0.0,0.009784725163663355,0.8005764051537412,59235.35560348448,7.700646551789969
2013-01-10,328.6570129394531,1.12949800491333,0.013902259217637214,0.007951885744197033,,1.0,0.0,1.0,0.0,171.74341067964883,56444.67634600716,HOLD,0.0,0.0181160458147982,2.6266842654675715,60308.46601945306,9.651756399005551
