Date,LQQ3_Price,Signal_Count,Target_Allocation,Actual_Allocation,Cash,Shares,Portfolio_Value,Trade_Type,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2012-12-13,299.7279968261719,0.0,0.33,0.33,36850.0,60.55490375337258,55000.0,BUY,,0.0,55000.0,0.0
2012-12-14,290.92498779296875,0.0,0.33,0.3234427410543417,36850.0,60.55490375337258,54466.934635254314,HOLD,-0.009692097540830669,-0.9692097540830669,53384.65040986156,-2.936999254797157
2012-12-17,302.8739929199219,1.0,0.66,0.66,18764.77186682628,120.26695746527827,55190.50549066551,BUY,0.013284589269741298,0.34637361939184874,55577.28936565308,1.049617028460137
2012-12-18,316.9289855957031,1.0,0.66,0.6701039162122349,18764.77186682628,120.26695746527827,56880.85669697849,HOLD,0.030627572465319552,3.4197394490518063,58156.37642242972,5.738866222599492
2012-12-19,311.84698486328125,1.0,0.66,0.6665206100442332,18764.77186682628,120.26695746527827,56269.6599310538,HOLD,-0.01074521027664399,2.3084726019160007,57223.83077022858,4.043328673142876
2012-12-20,312.71600341796875,1.0,0.66,0.6671388601212889,18764.77186682628,120.26695746527827,56374.17414860694,HOLD,0.0018573813611313383,2.4984984520126208,57383.295421558876,4.333264402834325
2012-12-21,302.635986328125,0.0,0.33,0.33,36958.460378548996,60.14955790395612,55161.88116201342,SELL,-0.021504403477340728,0.29432938547895304,55533.61522547451,0.9702095008627509
2012-12-24,300.31500244140625,0.0,0.33,0.3283000316939142,36958.460378548996,60.14955790395612,55022.275007325086,HOLD,-0.002530844701947421,0.040500013318345296,55107.715359191534,0.19584610762097832
2012-12-27,291.81298828125,0.0,0.33,0.32199849633594846,36958.460378548996,60.14955790395612,54510.88261429851,HOLD,-0.009294279325209542,-0.889304337639063,53547.598240470106,-2.640730471872532
2012-12-28,283.0530090332031,0.0,0.33,0.3153808839678806,36958.460378548996,60.14955790395612,53983.97373528066,HOLD,-0.009666122685007439,-1.8473204813078903,51940.14460335793,-5.563373448440134
2012-12-31,300.77099609375,0.0,0.33,0.3286346976883306,36958.460378548996,60.14955790395612,55049.70282392057,HOLD,0.019741582823559645,0.09036877076467054,55191.39006140312,0.34798192982385956
2013-01-02,329.7359924316406,1.0,0.66,0.66,19309.257746433694,113.67481155297733,56791.9345483344,BUY,0.03164834022785645,3.258062815153462,60506.45844157814,10.011742621051178
2013-01-03,324.593994140625,1.0,0.66,0.6564642508495202,19309.257746433694,113.67481155297733,56207.41886159747,HOLD,-0.010292230602559571,2.1953070210863013,59562.90325487373,8.296187736134053
2013-01-04,321.8030090332031,1.0,0.66,0.6545141440704737,19309.257746433694,113.67481155297733,55890.15415546412,HOLD,-0.005644534343670293,1.6184621008438649,59050.75830167061,7.365015093946559
2013-01-07,321.6400146484375,1.0,0.66,0.6543995727683055,19309.257746433694,113.67481155297733,55871.625799491696,HOLD,-0.00033151377469609056,1.5847741808939997,59020.848879604484,7.310634326553611
2013-01-08,319.6809997558594,1.0,0.66,0.653016581644797,19309.257746433694,113.67481155297733,55648.9351507484,HOLD,-0.003985755659634327,1.1798820922698239,58661.37021817572,6.657036760319479
2013-01-09,322.8089904785156,1.0,0.66,0.655219586362116,19309.257746433694,113.67481155297733,56004.50890668581,HOLD,0.006389587778709238,1.8263798303378431,59235.35560348448,7.700646551789969
2013-01-10,328.6570129394531,1.0,0.66,0.6592641172173471,19309.257746433694,113.67481155297733,56669.28175789046,HOLD,0.011869988045289048,3.035057741619007,60308.46601945306,9.651756399005551
2013-01-11,330.1000061035156,1.0,0.66,0.6602475471191761,19309.257746433694,113.67481155297733,56833.3137338875,HOLD,0.002894548349806847,3.3332976979772777,60573.25484420027,10.133190625818678
2013-01-14,325.5090026855469,1.0,0.66,0.6570987992539119,19309.257746433694,113.67481155297733,56311.432285510826,HOLD,-0.009182667947540413,2.3844223372924134,59730.807055998754,8.601467374543192
2013-01-15,320.9460144042969,1.0,0.66,0.6539108973628733,19309.257746433694,113.67481155297733,55792.73545252129,HOLD,-0.009211217188716425,1.441337186402336,58893.500037214326,7.079090976753322
2013-01-16,325.0840148925781,1.0,0.66,0.6568043666644793,19309.257746433694,113.67481155297733,56263.121878232785,HOLD,0.00843096187875192,2.2965852331505276,59652.821919939415,8.459676218071666
2013-01-17,329.49200439453125,1.0,0.66,0.6598338741648547,19309.257746433694,113.67481155297733,56764.19925419481,HOLD,0.008905964675164801,3.20763500762693,60461.68670792926,9.930339468962291
2013-01-18,328.06298828125,1.0,0.66,0.6588576208380466,19309.257746433694,113.67481155297733,56601.7561168114,HOLD,-0.002861718116659806,2.9122838487479985,60199.46266792391,9.45356848713439
2013-01-22,329.0320129394531,1.0,0.66,0.6595202346320549,19309.257746433694,113.67481155297733,56711.909812222824,HOLD,0.0019461179823483388,3.112563294950599,60377.2784100819,9.776869836512535
2013-01-23,334.7550048828125,1.0,0.66,0.663381688422495,19309.257746433694,113.67481155297733,57362.46984290341,HOLD,0.011471312336943651,4.29539971436983,61427.44576254085,11.686265022801546
2013-01-24,320.68499755859375,0.0,0.33,0.33,37361.253155888466,57.38282550159862,55763.06441177383,SELL,-0.02788243664385126,1.3873898395887707,58845.60352215505,6.992006403918261
2013-01-25,325.32598876953125,0.0,0.33,0.33318457645158567,37361.253155888466,57.38282550159862,56029.37760058551,HOLD,0.004775799027921801,1.8715956374282028,59697.22405578707,8.54040737415831
2013-01-28,327.29400634765625,0.0,0.33,0.3345258775373088,37361.253155888466,57.38282550159862,56142.30800985513,HOLD,0.002015557089972697,2.076923654282048,60058.354707387996,9.197008558887276
2013-01-29,327.7330017089844,0.0,0.33,0.33482433878324946,37361.253155888466,57.38282550159862,56167.49880407024,HOLD,0.0004486953797959714,2.1227250983095303,60138.91022815588,9.3434731421016
2013-01-30,325.9739990234375,0.0,0.33,0.3336268240829122,37361.253155888466,57.38282550159862,56066.56225990866,HOLD,-0.0017970631826366157,1.9392041089248302,59816.1337483825,8.756606815240907
2013-01-31,323.38800048828125,0.0,0.33,0.3318584474918258,37361.253155888466,57.38282550159862,55918.1703572184,HOLD,-0.002646709495088273,1.6694006494879954,59341.60377140447,7.893825038917224
2013-02-01,334.885009765625,0.0,0.33,0.3396493623699159,37361.253155888466,57.38282550159862,56577.901234370474,HOLD,0.011798148489794213,2.8689113352190487,61451.30162062018,11.72963931021851
2013-02-04,317.28399658203125,0.0,0.33,0.3276469049954391,37361.253155888466,57.38282550159862,55567.90536620498,HOLD,-0.017851419832306092,1.0325552112817826,58221.52083487969,5.857310608872157
2013-02-05,331.3110046386719,0.0,0.33,0.3372469808320317,37361.253155888466,57.38282550159862,56372.814721828705,HOLD,0.014485148402107129,2.496026766961279,60795.472722205915,10.53722313128349
2013-02-06,328.1969909667969,0.0,0.33,0.33513950183764685,37361.253155888466,57.38282550159862,56194.12381868591,HOLD,-0.0031698062980275443,2.1711342157925584,60224.05212163901,9.498276584798205
2013-02-07,328.7820129394531,0.0,0.33,0.33553645051988656,37361.253155888466,57.38282550159862,56227.69403245744,HOLD,0.0005973972275079564,2.232170968104441,60331.40348299601,9.693460878174553
2013-02-08,339.1960144042969,1.0,0.66,0.66,19320.594812837906,110.56935357662314,56825.27886128797,BUY,0.01062794480751017,3.318688838705386,62242.36971448417,13.16794493542577
2013-02-11,338.87200927734375,1.0,0.66,0.6597855145293647,19320.594812837906,110.56935357662314,56789.45382384525,HOLD,-0.0006304419117795224,3.253552406991367,62182.91486818645,13.059845214884458
2013-02-12,334.4700012207031,1.0,0.66,0.6568444200427445,19320.594812837906,110.56935357662314,56302.72663858341,HOLD,-0.008570731931524134,2.368593888333459,61375.14767366693,11.591177588485335
2013-02-13,338.52398681640625,1.0,0.66,0.6595548283737555,19320.594812837906,110.56935357662314,56750.973205309245,HOLD,0.007961365168035472,3.1835876460168056,62119.05284810742,12.943732451104406
2013-02-14,337.6610107421875,1.0,0.66,0.6589814540901752,19320.594812837906,110.56935357662314,56655.55449863078,HOLD,-0.0016813580682266682,3.0100990884196044,61960.69699018081,12.655812709419667
2013-02-15,335.2070007324219,1.0,0.66,0.657340367294821,19320.594812837906,110.56935357662314,56384.21619818044,HOLD,-0.004789262109452963,2.5167567239644306,61510.386869116664,11.837067034757576
2013-02-19,342.20001220703125,1.0,0.66,0.6619757892268373,19320.594812837906,110.56935357662314,57157.428956481905,HOLD,0.013713283795304676,3.9225981026943746,62793.602435150606,14.170186245728367
2013-02-20,326.3999938964844,0.0,0.33,0.33,37124.98886740857,56.02157665412354,55410.431145385926,SELL,-0.03056466749800968,0.7462384461562221,59894.30368334245,8.898733969713547
2013-02-21,316.2170104980469,0.0,0.33,0.3230303976229091,37124.98886740857,56.02157665412354,54839.96436036269,HOLD,-0.010295295907848945,-0.29097389024965725,58025.729199661924,5.5013258175671265
2013-02-22,325.1969909667969,0.0,0.33,0.3291841058353341,37124.98886740857,56.02157665412354,55343.037024545294,HOLD,0.009173468109439753,0.6237036809914498,59673.552996608356,8.497369084742456
2013-02-25,312.1889953613281,0.0,0.33,0.3202332901764619,37124.98886740857,56.02157665412354,54614.30860161703,HOLD,-0.013167481622034405,-0.7012570879690427,57286.58959687062,4.157435630673856
2013-02-26,316.3550109863281,0.0,0.33,0.32312581923179,37124.98886740857,56.02157665412354,54847.69536529524,HOLD,0.004273362963919336,-0.2769175176450145,58051.0522490128,5.547367725477814
2013-02-27,326.2539978027344,0.0,0.33,0.32990108914727573,37124.98886740857,56.02157665412354,55402.252214028704,HOLD,0.010110850511402703,0.7313676618703635,59867.513442720025,8.850024441309134
2013-02-28,325.27801513671875,0.0,0.33,0.3292391200167966,37124.98886740857,56.02157665412354,55347.57612629142,HOLD,-0.0009868928708179903,0.6319565932571214,59688.420908157794,8.52440165119599
2013-03-01,328.52398681640625,0.0,0.33,0.33143568794215517,37124.98886740857,56.02157665412354,55529.42057756214,HOLD,0.003285499817657689,0.9625828682948034,60284.05576467189,9.607374117585255
2013-03-04,332.68798828125,0.0,0.33,0.3342325151772502,37124.98886740857,56.02157665412354,55762.69450481277,HOLD,0.004200906921490333,1.3867172814777673,61048.148819012844,10.99663421638699
