Date,LQQ3_Price,Signal_Count,Target_Allocation,Actual_Allocation,Cash,Shares,Portfolio_Value,Trade_Type,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2013-03-05,347.0299987792969,1.0,0.66,0.66,19232.493225403137,107.58050730837124,56566.15654530335,BUY,0.014408594269440078,2.8475573550969857,63679.90356246463,15.781642840844778
2013-03-06,344.6650085449219,1.0,0.66,0.6584638168780717,19232.493225403137,107.58050730837124,56311.72969610994,HOLD,-0.00449786347053005,2.3849630838362668,63245.92854422146,14.992597353129922
2013-03-07,347.2120056152344,1.0,0.66,0.660117650351373,19232.493225403137,107.58050730837124,56585.7369330471,HOLD,0.004865899847436017,2.8831580600856332,63713.301763775686,15.842366843228529
2013-03-08,348.9119873046875,1.0,0.66,0.6612126099435157,19232.493225403137,107.58050730837124,56768.6218256134,HOLD,0.0032319963029321386,3.2156760465698264,64025.24790797972,16.409541650872228
2013-03-11,351.7659912109375,1.0,0.66,0.6630350970680184,19232.493225403137,107.58050730837124,57075.65701370785,HOLD,0.005408536938550812,3.773921843105188,64548.95679238796,17.361739622523565
2013-03-12,347.5979919433594,1.0,0.66,0.66036688508267,19232.493225403137,107.58050730837124,56627.261538040875,HOLD,-0.00785615968571829,2.95865734189249,63784.130142411224,15.971145713474954
2013-03-13,346.8320007324219,1.0,0.66,0.65987192029748,19232.493225403137,107.58050730837124,56544.85581497447,HOLD,-0.0014552305873213323,2.8088287544990376,63643.57097861047,15.715583597473582
2013-03-14,350.0140075683594,1.0,0.66,0.6619186608536621,19232.493225403137,107.58050730837124,56887.17772464333,HOLD,0.006053988550063671,3.4312322266242257,64227.46830495219,16.77721509991308
2013-03-15,347.0400085449219,1.0,0.66,0.6600064724912946,19232.493225403137,107.58050730837124,56567.23340096732,HOLD,-0.005624190484974756,2.8495152744860475,63681.7403515374,15.784982457340725
2013-03-18,344.37701416015625,1.0,0.66,0.6582758010227876,19232.493225403137,107.58050730837124,56280.74711409489,HOLD,-0.005064527106031891,2.3286311165361617,63193.081658612384,14.896512106567972
2013-03-19,342.49700927734375,1.0,0.66,0.6570433435350245,19232.493225403137,107.58050730837124,56078.49523505971,HOLD,-0.003593624630198411,1.9609004273812847,62848.10131093184,14.269275110785152
2013-03-20,349.3450012207031,1.0,0.66,0.6614903881027209,19232.493225403137,107.58050730837124,56815.205682369946,HOLD,0.01313712937949263,3.300373967945358,64104.70583527729,16.55401060959507
2013-03-21,337.7330017089844,0.0,0.33,0.33,37229.20719230324,54.29369827332349,55565.98088403469,SELL,-0.021987508156164237,1.029056152790342,61973.907311591414,12.679831475620752
2013-03-22,347.1889953613281,0.0,0.33,0.33613377982498305,37229.20719230324,54.29369827332349,56079.3817502695,HOLD,0.009239481748846812,1.9625122732172873,63709.07938889498,15.834689797990876
2013-03-25,342.89898681640625,0.0,0.33,0.3333649740404194,37229.20719230324,54.29369827332349,55846.46132074153,HOLD,-0.004153405801889942,1.5390205831664172,62921.86407211047,14.403389222019026
2013-03-26,349.26300048828125,0.0,0.33,0.3374641283452093,37229.20719230324,54.29369827332349,56191.98715884962,HOLD,0.006187067719897854,2.1672493797265657,64089.65872479392,16.52665222689802
2013-03-27,350.6260070800781,0.0,0.33,0.3383355148208088,37229.20719230324,54.29369827332349,56265.98982748919,HOLD,0.0013169612320413915,2.301799686343986,64339.77003685898,16.981400067016317
2013-03-28,353.8630065917969,1.0,0.66,0.66,19190.191090778375,105.27109846913996,56441.73850228934,BUY,0.0031235329786074573,2.6213427314351723,64933.7585031676,18.06137909666836
2013-04-02,354.4410095214844,1.0,0.66,0.6603661422029791,19190.191090778375,105.27109846913996,56502.58550561593,HOLD,0.0010780497720515037,2.731973646574404,65039.82187218697,18.254221585794483
2013-04-03,344.77301025390625,0.0,0.33,0.32999999999999996,37174.832483821825,53.10738246422775,55484.824602719134,SELL,-0.018012643028443964,0.8814992776711605,63265.7468263207,15.028630593310366
2013-04-04,344.9119873046875,0.0,0.33,0.3300891129470056,37174.832483821825,53.10738246422775,55492.20531010873,HOLD,0.00013302209103915885,0.89491874565224,63291.249074605505,15.07499831746455
2013-04-05,336.3110046386719,0.0,0.33,0.3245290764335077,37174.832483821825,53.10738246422775,55035.42963409644,HOLD,-0.008231348411180894,0.06441751653898375,61712.97126392368,12.205402298043055
2013-04-08,341.4939880371094,0.0,0.33,0.3278905704437144,37174.832483821825,53.10738246422775,55310.68431574301,HOLD,0.005001408792056461,0.564880574078197,62664.04720588644,13.934631283429887
2013-04-09,348.2879943847656,0.0,0.33,0.33224657113484496,37174.832483821825,53.10738246422775,55671.496209312376,HOLD,0.006523367013679504,1.2209021987497737,63910.74538916561,16.201355253028392
2013-04-10,368.5950012207031,1.0,0.66,0.6599999999999999,19294.98238393775,101.61550124139526,56749.9481880522,BUY,0.019371708184114267,3.181723978276718,67637.07522089069,22.976500401619447
2013-04-11,368.51800537109375,1.0,0.66,0.6599531185963465,19294.98238393775,101.61550124139526,56742.12421620063,HOLD,-0.00013786747127320087,3.1674985749102325,67622.9465049437,22.95081182717036
2013-04-12,367.4939880371094,1.0,0.66,0.659328381008753,19294.98238393775,101.61550124139526,56638.06818152793,HOLD,-0.0018338410151199636,2.9783057845962357,67435.03962281883,22.609162950579687
2013-04-15,344.65301513671875,1.0,0.66,0.644771304264108,19294.98238393775,101.61550124139526,54317.07127141362,HOLD,-0.04097945047623097,-1.2416885974297909,63243.72775731414,14.988595922389347
2013-04-16,359.760986328125,1.0,0.66,0.6545354281880905,19294.98238393775,101.61550124139526,55852.27533676892,HOLD,0.028263748936023125,1.5495915213980416,66016.03606459999,20.029156481090894
2013-04-17,338.2820129394531,0.0,0.33,0.33,35958.68472211805,52.35570704369776,53669.67868972843,SELL,-0.039078025628861535,-2.4187660186755777,62074.65071225976,12.863001295017739
2013-04-18,323.65899658203125,0.0,0.33,0.3203041334742836,35958.68472211805,52.35570704369776,52904.08032922405,HOLD,-0.014265007341117242,-3.810763037774445,59391.33147556984,7.984239046490615
2013-04-19,337.2770080566406,0.0,0.33,0.32934248752178696,35958.68472211805,52.35570704369776,53617.06094850642,HOLD,0.013476854995785992,-2.5144346390792327,61890.232609379826,12.527695653417869
2013-04-22,347.9880065917969,0.0,0.33,0.3362843031291791,35958.68472211805,52.35570704369776,54177.842849958535,HOLD,0.01045901978832231,-1.4948311818935744,63855.69771664922,16.101268575725847
2013-04-23,357.364013671875,0.0,0.33,0.3422440121594977,35958.68472211805,52.35570704369776,54668.73032988274,HOLD,0.009060668607343336,-0.6023084911222942,65576.19228127065,19.229440511401187
2013-04-24,356.8699951171875,0.0,0.33,0.3419326694984212,35958.68472211805,52.35570704369776,54642.86563915937,HOLD,-0.00047311672627659007,-0.6493352015284226,65485.540020569184,19.0646182192167
2013-04-25,362.3399963378906,1.0,0.66,0.6599999999999999,18675.945483003718,100.0532822873586,54929.251420599176,BUY,0.0052410461656786644,-0.12863378072877074,66489.2836492071,20.889606634921986
2013-04-26,359.29400634765625,1.0,0.66,0.6581030698772841,18675.945483003718,100.0532822873586,54624.49012426178,HOLD,-0.0055482514044076225,-0.6827452286149449,65930.3453743817,19.873355226148526
2013-04-29,369.2460021972656,1.0,0.66,0.664223811203468,18675.945483003718,100.0532822873586,55620.21997432537,HOLD,0.018228634222460904,1.127672680591596,67756.53371022128,23.193697654947787
2013-04-30,377.156005859375,1.0,0.66,0.6689345517009258,18675.945483003718,100.0532822873586,56411.64180362444,HOLD,0.014229030911139695,2.5666214611353544,69208.01707521478,25.832758318572324
2013-05-01,371.6099853515625,1.0,0.66,0.6656456488043404,18675.945483003718,100.0532822873586,55856.7442481848,HOLD,-0.009836578722018263,1.5577168148814602,68190.32392956382,23.982407144661487
2013-05-02,386.2489929199219,1.0,0.66,0.6741890927967946,18675.945483003718,100.0532822873586,57321.425004828634,HOLD,0.026222093255845902,4.220772736052059,70876.57754879683,28.86650463417606
2013-05-03,399.8080139160156,1.0,0.66,0.6817217746155988,18675.945483003718,100.0532822873586,58678.04956009102,HOLD,0.023666971907068124,6.6873628365291315,73364.65394700416,33.390279903643936
2013-05-07,403.14599609375,1.0,0.66,0.6835230568242038,18675.945483003718,100.0532822873586,59012.02563319006,HOLD,0.005691669638013819,7.294592060345573,73977.1727030744,34.503950369226175
2013-05-08,409.42498779296875,1.0,0.66,0.6868567359910649,18675.945483003718,100.0532822873586,59640.25936215196,HOLD,0.010645859419686987,8.43683520391265,75129.36584857262,36.59884699740476
2013-05-09,407.1830139160156,1.0,0.66,0.6856745060019428,18675.945483003718,100.0532822873586,59415.94251696029,HOLD,-0.003761164817033369,8.028986394473247,74717.96429603786,35.85084417461428
2013-05-10,415.3680114746094,1.0,0.66,0.6899479839132749,18675.945483003718,100.0532822873586,60234.87838821161,HOLD,0.013783099898104778,9.5179607058393,76219.90896083252,38.58165265605913
2013-05-13,415.7919921875,1.0,0.66,0.690166185657032,18675.945483003718,100.0532822873586,60277.29905016285,HOLD,0.0007042541312665129,9.595089182114268,76297.70929799123,38.7231078145295
2013-05-14,422.1780090332031,1.0,0.66,0.6934159892739833,18675.945483003718,100.0532822873586,60916.24099631782,HOLD,0.010600042739526971,10.756801811486948,77469.54152665478,40.85371186664506
2013-05-15,425.0,1.0,0.66,0.6948304635104899,18675.945483003718,100.0532822873586,61198.590455131125,HOLD,0.004635044024308144,11.270164463874766,77987.37604601015,41.79522917456391
2013-05-16,423.5820007324219,1.0,0.66,0.6941213510927153,18675.945483003718,100.0532822873586,61056.71497412886,HOLD,-0.0023182802078797193,11.012209043870659,77727.17359397818,41.322133807233065
2013-05-17,436.1210021972656,1.0,0.66,0.7002798768422152,18675.945483003718,100.0532822873586,62311.28322729247,HOLD,0.020547588478928125,13.29324223144086,80028.0767056964,45.50559401035707
2013-05-20,432.6130065917969,1.0,0.66,0.6985820523497548,18675.945483003718,100.0532822873586,61960.2967527157,HOLD,-0.0056327916293502645,12.65508500493764,79384.36053522241,44.33520097313166
2013-05-21,435.0459899902344,1.0,0.66,0.6997616209507602,18675.945483003718,100.0532822873586,62203.72472748002,HOLD,0.003928773545676112,13.097681322690935,79830.8122792404,45.146931416800726
2013-05-22,423.2380065917969,1.0,0.66,0.6939488296839639,18675.945483003718,100.0532822873586,61022.2972312717,HOLD,-0.018992873841305324,10.949631329584907,77664.0507695016,41.20736503545746
2013-05-23,419.9630126953125,0.0,0.33,0.33000000000000007,40665.39763944644,47.69283269606018,60694.62334245737,SELL,-0.00536974030283488,10.35386062264978,77063.0903446698,40.11470971758146
2013-05-24,419.7590026855469,0.0,0.33,0.3298925766224834,40665.39763944644,47.69283269606018,60684.8935271933,HOLD,-0.0001603076966005812,10.336170049442362,77025.65456737865,40.046644667961175
2013-05-28,428.47198486328125,0.0,0.33,0.3344500068931296,40665.39763944644,47.69283269606018,61100.440328479744,HOLD,0.006847615232285609,11.091709688144991,78624.48425579548,42.95360773780996
2013-05-29,421.1910095214844,0.0,0.33,0.3306458863084979,40665.39763944644,47.69283269606018,60753.189989639286,HOLD,-0.005683270643773053,10.460345435707797,77288.42740411915,40.524413462034815
2013-05-30,428.3599853515625,0.0,0.33,0.3343918175359742,40665.39763944644,47.69283269606018,61095.0987545053,HOLD,0.005627832298589208,11.081997735464189,78603.93237806048,42.91624068738269
2013-05-31,415.50299072265625,0.0,0.33,0.32764365213575447,40665.39763944644,47.69283269606018,60481.912260694735,HOLD,-0.010036590599100226,9.967113201263157,76244.67761348154,38.62668656996644
2013-06-03,419.3580017089844,0.0,0.33,0.32968132537967687,40665.39763944644,47.69283269606018,60665.76865470715,HOLD,0.003039857490284792,10.301397554013004,76952.07100513394,39.91285637297079
2013-06-04,412.1440124511719,0.0,0.33,0.3258580440026118,40665.39763944644,47.69283269606018,60321.713071963124,HOLD,-0.0056713298186708005,9.675841949023866,75628.30608033182,37.50601105514877
2013-06-05,396.9360046386719,0.0,0.33,0.3176534560577143,40665.39763944644,47.69283269606018,59596.400099721184,HOLD,-0.012024077820479873,8.357091090402147,72837.6410822516,32.43207469500291
2013-06-06,402.2489929199219,0.0,0.33,0.32054236817109527,40665.39763944644,47.69283269606018,59849.79156093497,HOLD,0.00425179139662446,8.817802838063592,73812.5728822937,34.20467796780671
2013-06-07,418.8280029296875,0.0,0.33,0.3294019123893563,40665.39763944644,47.69283269606018,60640.49151159703,HOLD,0.01321140692456746,10.255439111994601,76854.81638371054,39.73602978856461
2013-06-10,418.59600830078125,0.0,0.33,0.32927953254548015,40665.39763944644,47.69283269606018,60629.42703057422,HOLD,-0.00018246027937773857,10.235321873771298,76812.24543696897,39.6586280672163
2013-06-11,405.7030029296875,0.0,0.33,0.32240738489962983,40665.39763944644,47.69283269606018,60014.52308246124,HOLD,-0.01014200493438433,9.11731469538406,74446.3827117014,35.357059475820726
2013-06-12,392.1600036621094,0.0,0.33,0.31503548058311015,40665.39763944644,47.69283269606018,59368.61908418977,HOLD,-0.010762461569243542,7.942943789435941,71961.24629600385,30.838629629097912
2013-06-13,406.9309997558594,0.0,0.33,0.32306798564116396,40665.39763944644,47.69283269606018,60073.08972964315,HOLD,0.011866043986207275,9.223799508442099,74671.71977115075,35.76676322027408
2013-06-14,399.0849914550781,0.0,0.33,0.31882491102746796,40665.39763944644,47.69283269606018,59698.89136842209,HOLD,-0.006229051359021631,8.543438851676521,73231.97953629629,33.1490537023569
2013-06-17,410.1839904785156,0.0,0.33,0.3248117221754672,40665.39763944644,47.69283269606018,60228.23407194063,HOLD,0.008866876610015728,9.505880130801136,75268.64262000244,36.85207749091353
2013-06-18,420.4440002441406,0.0,0.33,0.33025313221687536,40665.39763944644,47.69283269606018,60717.56300115252,HOLD,0.008124577065092176,10.395569093004585,77151.35141959664,40.27518439926663
2013-06-19,405.0169982910156,0.0,0.33,0.32203778716589054,40665.39763944644,47.69283269606018,59981.80557800034,HOLD,-0.012117703458194073,9.057828323636974,74320.50106058278,35.12818374651416
2013-06-20,376.5950012207031,0.0,0.33,0.3063623067874922,40665.39763944644,47.69283269606018,58626.28002683801,HOLD,-0.02259894543187113,6.593236412432746,69105.07288763911,25.64558706843474
2013-06-21,371.73199462890625,0.0,0.33,0.30360731799249385,40665.39763944644,47.69283269606018,58394.34946705561,HOLD,-0.0039560852176911965,6.171544485555658,68212.71259637161,24.02311381158475
2013-06-24,360.1419982910156,0.0,0.33,0.2969522822109022,40665.39763944644,47.69283269606018,57841.589710764645,HOLD,-0.009465980207602365,5.166526746844813,66085.95164866582,20.15627572484695
2013-06-25,367.06201171875,0.0,0.33,0.3009410032500421,40665.39763944644,47.69283269606018,58171.62475342807,HOLD,0.0057058432230814304,5.76659046077832,67355.77209438857,22.46504017161557
2013-06-26,377.65301513671875,0.0,0.33,0.3069588078317932,40665.39763944644,47.69283269606018,58676.739707524655,HOLD,0.008683184563567092,6.684981286408465,69299.2181326514,25.99857842300255
2013-06-27,382.8030090332031,0.0,0.33,0.3098477494536251,40665.39763944644,47.69283269606018,58922.357504815416,HOLD,0.0041859482737971465,7.131559099664386,70244.24051062737,27.7168009284134
2013-06-28,383.8710021972656,0.0,0.33,0.3104438384699678,40665.39763944644,47.69283269606018,58973.29312410958,HOLD,0.0008644531795931609,7.224169316562867,70440.21694474574,28.07312171771954
2013-07-01,391.1449890136719,0.0,0.33,0.31447650759321827,40665.39763944644,47.69283269606018,59320.21016037779,HOLD,0.005882612584278135,7.854927564323266,71774.99140405114,30.499984371002075
2013-07-02,392.04998779296875,0.0,0.33,0.31497493841563584,40665.39763944644,47.69283269606018,59363.372115748934,HOLD,0.0007276096165953483,7.933403846816245,71941.05841610339,30.801924392915247
2013-07-03,396.7550048828125,1.0,0.66,0.66,20259.841020939966,99.1239586235921,59587.767708646956,BUY,0.0037800344707590305,8.341395833903565,72804.42767984114,32.37168669062027
2013-07-05,405.5350036621094,1.0,0.66,0.6648943800397344,20259.841020939966,99.1239586235921,60458.07594436117,HOLD,0.014605484803014601,9.923774444293043,74415.55489509887,35.301008900179774
2013-07-08,406.6759948730469,1.0,0.66,0.6655200951546022,20259.841020939966,99.1239586235921,60571.17550994402,HOLD,0.0018707106340423163,10.129410018080032,74624.92644952847,35.681684453688135
2013-07-09,414.1470031738281,1.0,0.66,0.6695601225214977,20259.841020939966,99.1239586235921,61311.73142762717,HOLD,0.01222621009825997,11.475875322958483,75995.85429375409,38.17428053409835
2013-07-10,421.06500244140625,1.0,0.66,0.6732150404431487,20259.841020939966,99.1239586235921,61997.470900784625,HOLD,0.01118447411596768,12.722674365062957,77265.30514167559,40.482372984864725
2013-07-11,445.79400634765625,1.0,0.66,0.6856439522795003,20259.841020939966,99.1239586235921,64448.7076607904,HOLD,0.039537689592669345,17.17946847416436,81803.07014609905,48.732854811089176
2013-07-12,454.343994140625,1.0,0.66,0.6897241192539543,20259.841020939966,99.1239586235921,65296.21629701285,HOLD,0.013150126154322539,18.72039326729609,83371.99041244977,51.58543711354504
2013-07-15,454.61199951171875,1.0,0.66,0.6898503035995812,20259.841020939966,99.1239586235921,65322.782050328045,HOLD,0.0004068498118536823,18.76869463696009,83421.16931987998,51.67485330887269
2013-07-16,453.531005859375,1.0,0.66,0.6893407129507155,20259.841020939966,99.1239586235921,65215.62968026076,HOLD,-0.0016403522125669756,18.57387214592865,83222.80729995367,51.314195090824846
2013-07-17,456.9580078125,1.0,0.66,0.6909505033699834,20259.841020939966,99.1239586235921,65555.3276800653,HOLD,0.005208843362703108,19.191504872846,83851.66115884489,52.45756574335434
2013-07-18,453.6180114746094,1.0,0.66,0.6893817901798527,20259.841020939966,99.1239586235921,65224.254021265275,HOLD,-0.0050502937063450215,18.58955276593686,83238.77280497343,51.34322328176988
