Date,LQQ3_Price,Signal,Cash,Shares,Portfolio_Value,Trade_Type,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2013-03-04,332.68798828125,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,61048.148819012844,10.99663421638699
2013-03-05,347.0299987792969,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63679.90356246463,15.781642840844778
2013-03-06,344.6650085449219,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63245.92854422146,14.992597353129922
2013-03-07,347.2120056152344,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63713.301763775686,15.842366843228529
2013-03-08,348.9119873046875,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,64025.24790797972,16.409541650872228
2013-03-11,351.7659912109375,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,64548.95679238796,17.361739622523565
2013-03-12,347.5979919433594,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63784.130142411224,15.971145713474954
2013-03-13,346.8320007324219,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63643.57097861047,15.715583597473582
2013-03-14,350.0140075683594,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,64227.46830495219,16.77721509991308
2013-03-15,347.0400085449219,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63681.7403515374,15.784982457340725
2013-03-18,344.37701416015625,0.0,55000.0,0.0,55000.0,HOLD,0.0,0.0,63193.081658612384,14.896512106567972
