,Date,LQQ3_Price,Bullish_Count,Target_Allocation,Actual_Allocation,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount
847,2016-05-10,1087.6500244140625,0.0,0.33,0.31907845766368426,76832.59173158019,33.102189393051106,112836.18883309115,HOLD,0.0
848,2016-05-11,1057.2030029296875,0.0,0.33,0.31294158963382523,76832.59173158019,33.102189393051106,111828.32576146108,HOLD,0.0
849,2016-05-12,1043.8709716796875,0.0,0.33,0.3102194388956463,76832.59173158019,33.102189393051106,111387.00633802949,HOLD,0.0
850,2016-05-13,1032.3809814453125,0.0,0.33,0.3078560331637396,76832.59173158019,33.102189393051106,111006.6625051669,HOLD,0.0
851,2016-05-16,1070.9530029296875,0.0,0.33,0.31572666665423466,76832.59173158019,33.102189393051106,112283.48086561552,HOLD,0.0
852,2016-05-17,1029.7840576171875,0.0,0.33,0.3073196195742287,76832.59173158019,33.102189393051106,110920.69864076898,HOLD,0.0
853,2016-05-18,1040.93701171875,0.0,0.33,0.3096174809431725,76832.59173158019,33.102189393051106,111289.88583973091,HOLD,0.0
854,2016-05-19,1024.5439453125,0.0,0.33,0.30623470063377334,76832.59173158019,33.102189393051106,110747.23945081836,HOLD,0.0
855,2016-05-20,1058.1639404296875,1.0,0.66,0.6599999999999999,38032.44586483754,69.76961339446541,111860.13489658094,BUY,36.667424001414304
856,2016-05-23,1052.248046875,1.0,0.66,0.6587407971417176,38032.44586483754,69.76961339446541,111447.38529038761,HOLD,0.0
857,2016-05-24,1116.958984375,1.0,0.66,0.6720273333495845,38032.44586483754,69.76961339446541,115962.24238215602,HOLD,0.0
858,2016-05-25,1141.470947265625,2.0,1.0,1.0,0.0,103.08841660706021,117672.43255657441,BUY,33.3188032125948
859,2016-05-26,1150.2760009765625,2.0,1.0,1.0,0.0,103.08841660706021,118580.13160177508,HOLD,0.0
860,2016-05-27,1169.4549560546875,2.0,1.0,1.0,0.0,103.08841660706021,120557.25971295692,HOLD,0.0
861,2016-05-31,1177.8929443359375,2.0,1.0,1.0,0.0,103.08841660706021,121427.11856421991,HOLD,0.0
862,2016-06-01,1174.81103515625,2.0,1.0,1.0,0.0,103.08841660706021,121109.40942675916,HOLD,0.0
863,2016-06-02,1183.52001953125,2.0,1.0,1.0,0.0,103.08841660706021,122007.20483623353,HOLD,0.0
864,2016-06-03,1166.56005859375,2.0,1.0,1.0,0.0,103.08841660706021,120258.82931746908,HOLD,0.0
865,2016-06-06,1177.06298828125,2.0,1.0,1.0,0.0,103.08841660706021,121341.55970868873,HOLD,0.0
866,2016-06-07,1168.739013671875,2.0,1.0,1.0,0.0,103.08841660706021,120483.4543463309,HOLD,0.0
867,2016-06-08,1174.8260498046875,2.0,1.0,1.0,0.0,103.08841660706021,121110.9572630925,HOLD,0.0
868,2016-06-09,1168.5439453125,2.0,1.0,1.0,0.0,103.08841660706021,120463.34505803278,HOLD,0.0
869,2016-06-10,1128.3289794921875,2.0,1.0,1.0,0.0,103.08841660706021,116317.64790770972,HOLD,0.0
870,2016-06-13,1099.074951171875,0.0,0.33,0.33000000000000007,75912.2706206897,34.01917748032987,113301.8964487906,SELL,69.06923912673034
871,2016-06-14,1100.8809814453125,0.0,0.33,0.3303631207104874,75912.2706206897,34.01917748032987,113363.33611319753,HOLD,0.0
872,2016-06-15,1089.3919677734375,0.0,0.33,0.32804640245648686,75912.2706206897,34.01917748032987,112972.48931802006,HOLD,0.0
873,2016-06-16,1100.218994140625,0.0,0.33,0.3302300671504779,75912.2706206897,34.01917748032987,113340.81584958964,HOLD,0.0
874,2016-06-17,1062.9420166015625,0.0,0.33,0.3226514428765622,75912.2706206897,34.01917748032987,112072.683734758,HOLD,0.0
875,2016-06-20,1081.468994140625,0.0,0.33,0.3264394020189373,75912.2706206897,34.01917748032987,112702.95627183345,HOLD,0.0
876,2016-06-21,1091.14794921875,0.0,0.33,0.3284015270365294,75912.2706206897,34.01917748032987,113032.22636246032,HOLD,0.0
877,2016-06-22,1084.633056640625,0.0,0.33,0.3270820832934115,75912.2706206897,34.01917748032987,112810.5950755798,HOLD,0.0
878,2016-06-23,1130.904052734375,1.0,0.66,0.66,38890.79674332081,66.75535327513396,114384.69630388473,BUY,32.73617579480408
879,2016-06-24,992.7680053710938,0.0,0.33,0.32999999999999996,70459.46169361923,34.95672078546367,105163.37566211825,SELL,31.798632489670283
880,2016-06-27,933.7020263671875,0.0,0.33,0.3165819306745992,70459.46169361923,34.95672078546367,103098.62272615865,HOLD,0.0
881,2016-06-28,993.3519897460938,0.0,0.33,0.3301300342930832,70459.46169361923,34.95672078546367,105183.7898408582,HOLD,0.0
882,2016-06-29,1044.9329833984375,0.0,0.33,0.34141968027594277,70459.46169361923,34.95672078546367,106986.89223379997,HOLD,0.0
883,2016-06-30,1082.884033203125,0.0,0.33,0.349486093982747,70459.46169361923,34.95672078546367,108313.53648533765,HOLD,0.0
884,2016-07-01,1097.6090087890625,0.0,0.33,0.3525628999924458,70459.46169361923,34.95672078546367,108828.27334546804,HOLD,0.0
885,2016-07-05,1078.032958984375,1.0,0.66,0.66,36768.94600504351,66.20856277025408,108143.95883836324,BUY,31.251841984790403
886,2016-07-06,1102.8389892578125,1.0,0.66,0.6650863012356508,36768.94600504351,66.20856277025408,109786.33045080295,HOLD,0.0
887,2016-07-07,1113.8189697265625,1.0,0.66,0.6672894006522037,36768.94600504351,66.20856277025408,110513.29917688435,HOLD,0.0
888,2016-07-08,1165.2969970703125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,113921.58538156186,BUY,31.553283066449808
889,2016-07-11,1185.3360595703125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,115880.64112039894,HOLD,0.0
890,2016-07-12,1203.114990234375,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,117618.74219912046,HOLD,0.0
891,2016-07-13,1193.6739501953125,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,116695.7686982835,HOLD,0.0
892,2016-07-14,1217.68994140625,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,119043.61632866281,HOLD,0.0
893,2016-07-15,1212.2989501953125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,118516.5830769921,HOLD,0.0
894,2016-07-18,1235.635986328125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,120798.05480569371,HOLD,0.0
895,2016-07-19,1222.376953125,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,119501.82724574607,HOLD,0.0
896,2016-07-20,1265.2230224609375,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,123690.53807087473,HOLD,0.0
897,2016-07-21,1256.8179931640625,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,122868.84689250065,HOLD,0.0
898,2016-07-22,1272.20703125,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,124373.30766143324,HOLD,0.0
899,2016-07-25,1271.76904296875,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,124330.48911860338,HOLD,0.0
900,2016-07-26,1276.7120361328125,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,124813.72525428035,HOLD,0.0
901,2016-07-27,1301.833984375,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,127269.69328545072,HOLD,0.0
902,2016-07-28,1317.3780517578125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,128789.31000460457,HOLD,0.0
903,2016-07-29,1324.654052734375,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,129500.625290383,HOLD,0.0
904,2016-08-02,1314.79296875,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,128536.58751811975,HOLD,0.0
905,2016-08-03,1327.9549560546875,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,129823.32769190526,HOLD,0.0
906,2016-08-04,1337.39794921875,2.0,1.0,0.9999999999999999,7.275957614183426e-12,97.76184583670388,130746.49213384738,HOLD,0.0
907,2016-08-05,1377.3699951171875,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,134654.23312274806,HOLD,0.0
908,2016-08-08,1371.4139404296875,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,134071.9582225937,HOLD,0.0
909,2016-08-09,1380.7989501953125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,134989.4541004767,HOLD,0.0
910,2016-08-10,1370.1910400390625,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,133952.4052231318,HOLD,0.0
911,2016-08-11,1387.2060546875,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,135615.8244621016,HOLD,0.0
912,2016-08-12,1390.33203125,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,135921.42570089386,HOLD,0.0
913,2016-08-15,1407.741943359375,2.0,1.0,1.0,7.275957614183426e-12,97.76184583670388,137623.45084456116,HOLD,0.0
914,2016-08-16,1382.970947265625,1.0,0.66,0.66,45968.609464695604,64.52281825222457,135201.79254322237,SELL,33.23902758447932
915,2016-08-17,1390.2110595703125,1.0,0.66,0.6611707309519527,45968.609464695604,64.52281825222457,135668.94499358343,HOLD,0.0
916,2016-08-18,1392.9530029296875,1.0,0.66,0.6616120028896657,45968.609464695604,64.52281825222457,135845.86290661828,HOLD,0.0
917,2016-08-19,1390.677978515625,1.0,0.66,0.6612459553750419,45968.609464695604,64.52281825222457,135699.07191983034,HOLD,0.0
918,2016-08-22,1392.4000244140625,1.0,0.66,0.6615231023900489,45968.609464695604,64.52281825222457,135810.18317435723,HOLD,0.0
919,2016-08-23,1401.0589599609375,1.0,0.66,0.662909831354668,45968.609464695604,64.52281825222457,136368.88209890595,HOLD,0.0
920,2016-08-24,1370.864990234375,1.0,0.66,0.6580242805341007,45968.609464695604,64.52281825222457,134420.68207792577,HOLD,0.0
921,2016-08-26,1370.7659912109375,1.0,0.66,0.6580080290115662,45968.609464695604,64.52281825222457,134414.2943819294,HOLD,0.0
922,2016-08-30,1364.135986328125,1.0,0.66,0.6569161311410963,45968.609464695604,64.52281825222457,133986.50778186432,HOLD,0.0
923,2016-08-31,1359.8070068359375,1.0,0.66,0.6561994196055977,45968.609464695604,64.52281825222457,133707.1898248723,HOLD,0.0
924,2016-09-01,1370.698974609375,1.0,0.66,0.657997026795886,45968.609464695604,64.52281825222457,134409.9702819269,HOLD,0.0
925,2016-09-02,1383.301025390625,1.0,0.66,0.6600535498344933,45968.609464695604,64.52281825222457,135223.09011409077,HOLD,0.0
926,2016-09-06,1409.362060546875,1.0,0.66,0.6642289431532288,45968.609464695604,64.52281825222457,136904.62154894235,HOLD,0.0
927,2016-09-07,1411.4119873046875,1.0,0.66,0.6645530270416151,45968.609464695604,64.52281825222457,137036.88860056706,HOLD,0.0
928,2016-09-08,1386.8570556640625,1.0,0.66,0.6606293902603938,45968.609464695604,64.52281825222457,135452.53520912322,HOLD,0.0
929,2016-09-09,1280.6590576171875,1.0,0.66,0.6425467531595161,45968.609464695604,64.52281825222457,128600.34108239459,HOLD,0.0
930,2016-09-12,1348.6839599609375,1.0,0.66,0.654344067464259,45968.609464695604,64.52281825222457,132989.49949294567,HOLD,0.0
931,2016-09-13,1313.053955078125,1.0,0.66,0.6482637110684194,45968.609464695604,64.52281825222457,130690.55116356611,HOLD,0.0
932,2016-09-14,1332.6099853515625,1.0,0.66,0.6516272312661064,45968.609464695604,64.52281825222457,131952.36135063414,HOLD,0.0
933,2016-09-15,1394.7750244140625,1.0,0.66,0.6619045930225461,45968.609464695604,64.52281825222457,135963.42486770626,HOLD,0.0
934,2016-09-16,1393.0389404296875,1.0,0.66,0.6616258145805639,45968.609464695604,64.52281825222457,135851.40783631182,HOLD,0.0
935,2016-09-19,1373.6629638671875,1.0,0.66,0.65848295359859,45968.609464695604,64.52281825222457,134601.21522211027,HOLD,0.0
936,2016-09-20,1381.3900146484375,1.0,0.66,0.6597432851787455,45968.609464695604,64.52281825222457,135099.78631529456,HOLD,0.0
937,2016-09-21,1423.14599609375,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,137793.9999170337,BUY,32.30069830563427
938,2016-09-22,1456.1290283203125,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,140987.5330839507,HOLD,0.0
939,2016-09-23,1427.0009765625,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,138167.25268227997,HOLD,0.0
940,2016-09-26,1389.8060302734375,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,134565.90718439227,HOLD,0.0
941,2016-09-27,1432.5489501953125,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,138704.42699917912,HOLD,0.0
942,2016-09-28,1440.2139892578125,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,139446.58303576376,HOLD,0.0
943,2016-09-29,1407.333984375,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,136263.0253385703,HOLD,0.0
944,2016-09-30,1439.8289794921875,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,139409.30503634684,HOLD,0.0
945,2016-10-03,1432.4239501953125,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,138692.32405960944,HOLD,0.0
946,2016-10-04,1425.9720458984375,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,138067.62799709121,HOLD,0.0
947,2016-10-05,1441.9990234375,2.0,1.0,0.9999999999999998,1.4551915228366852e-11,96.82351655785884,139619.4163222171,HOLD,0.0
948,2016-10-06,1438.4610595703125,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,139276.85821914132,HOLD,0.0
949,2016-10-07,1429.9959716796875,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,138457.23864159966,HOLD,0.0
950,2016-10-10,1455.364013671875,2.0,1.0,1.0,1.4551915228366852e-11,96.82351655785884,140913.4616754707,HOLD,0.0
951,2016-10-11,1391.1219482421875,1.0,0.66,0.6599999999999998,45795.72845647364,63.90352092818683,134693.31898962831,SELL,32.91999562967201
952,2016-10-12,1389.012939453125,1.0,0.66,0.6596594579008624,45795.72845647364,63.90352092818683,134558.54590233872,HOLD,0.0
953,2016-10-13,1374.58203125,1.0,0.66,0.6573108663195497,45795.72845647364,63.90352092818683,133636.36005796757,HOLD,0.0
954,2016-10-14,1379.0660400390625,1.0,0.66,0.6580440903975462,45795.72845647364,63.90352092818683,133922.90400746162,HOLD,0.0
955,2016-10-17,1368.0660400390625,1.0,0.66,0.6562397508424088,45795.72845647364,63.90352092818683,133219.96527725155,HOLD,0.0
956,2016-10-18,1405.1910400390625,1.0,0.66,0.662254418152673,45795.72845647364,63.90352092818683,135592.3834917105,HOLD,0.0
957,2016-10-19,1402.343994140625,1.0,0.66,0.6618006262312472,45795.72845647364,63.90352092818683,135410.44723455617,HOLD,0.0
958,2016-10-20,1398.8189697265625,1.0,0.66,0.6612370786195974,45795.72845647364,63.90352092818683,135185.18576313977,HOLD,0.0
959,2016-10-21,1415.3570556640625,1.0,0.66,0.6638648937117544,45795.72845647364,63.90352092818683,136242.02768395894,HOLD,0.0
960,2016-10-24,1465.7850341796875,2.0,1.0,1.0,0.0,95.14666189947037,139464.55306439835,BUY,31.24314097128354
961,2016-10-25,1449.053955078125,2.0,1.0,1.0,0.0,95.14666189947037,137872.64673790868,HOLD,0.0
962,2016-10-26,1421.487060546875,2.0,1.0,1.0,0.0,95.14666189947037,135249.74874432548,HOLD,0.0
963,2016-10-27,1400.1629638671875,1.0,0.66,0.66,45295.08292325876,62.79679685365045,133220.83212723164,SELL,32.349865045819925
964,2016-10-28,1373.3199462890625,1.0,0.66,0.6556428166806769,45295.08292325876,62.79679685365045,131535.17660543916,HOLD,0.0
965,2016-10-31,1369.2080078125,1.0,0.66,0.654965479781292,45295.08292325876,62.79679685365045,131276.96004025175,HOLD,0.0
966,2016-11-01,1339.6939697265625,1.0,0.66,0.6500244748452816,45295.08292325876,62.79679685365045,129423.57298623824,HOLD,0.0
967,2016-11-02,1305.9219970703125,1.0,0.66,0.6441941381664155,45295.08292325876,62.79679685365045,127302.80127999667,HOLD,0.0
968,2016-11-03,1268.613037109375,1.0,0.66,0.6375231065146292,45295.08292325876,62.79679685365045,124959.9181005087,HOLD,0.0
969,2016-11-04,1253.362060546875,1.0,0.66,0.6347235704759344,45295.08292325876,62.79679685365045,124002.2056234936,HOLD,0.0
970,2016-11-07,1344.407958984375,1.0,0.66,0.6508231279151769,45295.08292325876,62.79679685365045,129719.59641203137,HOLD,0.0
971,2016-11-08,1370.623046875,1.0,0.66,0.6551988718467626,45295.08292325876,62.79679685365045,131365.81996079953,HOLD,0.0
972,2016-11-09,1387.8489990234375,1.0,0.66,0.6580149549199774,45295.08292325876,62.79679685365045,132447.55457847568,HOLD,0.0
973,2016-11-10,1320.2750244140625,1.0,0.66,0.6466955897554371,45295.08292325876,62.79679685365045,128204.12542233702,HOLD,0.0
974,2016-11-11,1324.260009765625,1.0,0.66,0.6473838685622683,45295.08292325876,62.79679685365045,128454.36973792387,HOLD,0.0
975,2016-11-14,1282.532958984375,1.0,0.66,0.6400411107754952,45295.08292325876,62.79679685365045,125834.04460671176,HOLD,0.0
976,2016-11-15,1335.470947265625,1.0,0.66,0.6493058934554349,45295.08292325876,62.79679685365045,129158.38070265033,HOLD,0.0
977,2016-11-16,1358.759033203125,2.0,1.0,0.9999999999999999,7.275957614183426e-12,96.132422830304,130620.79790437789,BUY,33.335625976653546
978,2016-11-17,1387.876953125,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,133419.97409424649,HOLD,0.0
979,2016-11-18,1371.81103515625,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,131875.51847491766,HOLD,0.0
980,2016-11-21,1415.0909423828125,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,136036.12081647787,HOLD,0.0
981,2016-11-22,1428.113037109375,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,137287.96633286806,HOLD,0.0
982,2016-11-23,1410.4530029296875,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,135590.2644599087,HOLD,0.0
983,2016-11-25,1424.260986328125,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,136917.65935840114,HOLD,0.0
984,2016-11-28,1412.949951171875,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,135830.30214411207,HOLD,0.0
985,2016-11-29,1426.989013671875,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,137179.91123650313,HOLD,0.0
986,2016-11-30,1372.4949951171875,2.0,1.0,1.0,7.275957614183426e-12,96.132422830304,131941.2692030815,HOLD,0.0
987,2016-12-01,1306.7020263671875,1.0,0.66,0.66,42709.58678206147,63.44739906800064,125616.43171194551,SELL,32.68502376230335
988,2016-12-02,1310.958984375,1.0,0.66,0.6607294791152264,42709.58678206147,63.44739906800064,125886.52462548291,HOLD,0.0
989,2016-12-05,1342.7869873046875,1.0,0.66,0.6660859489478641,42709.58678206147,63.44739906800064,127905.92862890029,HOLD,0.0
990,2016-12-06,1351.541015625,1.0,0.66,0.6675296723196177,42709.58678206147,63.44739906800064,128461.34895719175,HOLD,0.0
991,2016-12-07,1405.116943359375,1.0,0.66,0.6761004723054738,42709.58678206147,63.44739906800064,131860.602224593,HOLD,0.0
992,2016-12-08,1411.281005859375,2.0,1.0,1.0,0.0,93.71039177089911,132251.6959579106,BUY,30.262992702898465
993,2016-12-09,1443.136962890625,2.0,1.0,1.0,0.0,93.71039177089911,135236.93017154594,HOLD,0.0
994,2016-12-13,1477.8170166015625,2.0,1.0,1.0,0.0,93.71039177089911,138486.81159143374,HOLD,0.0
995,2016-12-14,1464.72802734375,2.0,1.0,1.0,0.0,93.71039177089911,137260.23728019904,HOLD,0.0
996,2016-12-15,1475.4730224609375,2.0,1.0,1.0,0.0,93.71039177089911,138267.15498220708,HOLD,0.0
997,2016-12-16,1458.699951171875,2.0,1.0,1.0,0.0,93.71039177089911,136695.3439005078,HOLD,0.0
998,2016-12-19,1476.123046875,2.0,1.0,1.0,0.0,93.71039177089911,138328.06902470952,HOLD,0.0
999,2016-12-20,1492.968994140625,2.0,1.0,1.0,0.0,93.71039177089911,139906.70934272313,HOLD,0.0
