Date,LQQ3_Price,TQQQ_Price,Signal,Cash,Shares,Portfolio_Value,Trade_Type,Daily_Return,BuyHold_Value
2013-02-19,342.20001220703125,1.178667664527893,1.0,0.0,165.55750128824155,56653.77896180185,HOLD,0.020861770366757737,62793.602435150606
2013-02-20,326.3999938964844,1.1249006986618042,0.0,35665.058490599506,56.289550438002124,54037.96740999925,SELL,-0.0461718812008336,59894.30368334245
2013-02-21,316.2170104980469,1.0883233547210693,0.0,35665.058490599506,56.289550438002124,53464.771852383565,HOLD,-0.010607274571723058,58025.729199661924
2013-02-22,325.1969909667969,1.1203027963638306,0.0,35665.058490599506,56.289550438002124,53970.25091591154,HOLD,0.009454432255385115,59673.552996608356
2013-02-25,312.1889953613281,1.078529715538025,0.0,35665.058490599506,56.289550438002124,53238.0366911802,HOLD,-0.013566996860403191,57286.58959687062
2013-02-26,316.3550109863281,1.091521143913269,0.0,35665.058490599506,56.289550438002124,53472.53983782914,HOLD,0.004404804557486486,58051.0522490128
2013-02-27,326.2539978027344,1.1247011423110962,0.0,35665.058490599506,56.289550438002124,54029.74935551635,HOLD,0.010420479733656007,59867.513442720025
2013-02-28,325.27801513671875,1.120503544807434,0.0,35665.058490599506,56.289550438002124,53974.81173001105,HOLD,-0.001016803264138999,59688.420908157794
2013-03-01,328.52398681640625,1.1320959329605103,0.0,35665.058490599506,56.289550438002124,54157.52601659515,HOLD,0.0033851769135955223,60284.05576467189
2013-03-04,332.68798828125,1.1466867923736572,0.0,35665.058490599506,56.289550438002124,54391.91578707439,HOLD,0.0043279261022266535,61048.148819012844
2013-03-05,347.0299987792969,1.1970553398132324,1.0,0.0,159.0618139773328,55199.22111038655,BUY,0.01484237706339453,63679.90356246463
2013-03-06,344.6650085449219,1.1894607543945312,1.0,0.0,159.0618139773328,54823.041473668185,HOLD,-0.006814944652318244,63245.92854422146
2013-03-07,347.2120056152344,1.1998538970947266,1.0,0.0,159.0618139773328,55228.17144786704,HOLD,0.007389775599980997,63713.301763775686
2013-03-08,348.9119873046875,1.2012525796890259,1.0,0.0,159.0618139773328,55498.57361911971,HOLD,0.004896091327374785,64025.24790797972
2013-03-11,351.7659912109375,1.2136452198028564,1.0,0.0,159.0618139773328,55952.536657546225,HOLD,0.00817972442935222,64548.95679238796
2013-03-12,347.5979919433594,1.1988544464111328,1.0,0.0,159.0618139773328,55289.56713338906,HOLD,-0.011848784054507289,63784.130142411224
2013-03-13,346.8320007324219,1.1950570344924927,1.0,0.0,159.0618139773328,55167.72718188664,HOLD,-0.002203669838985456,63643.57097861047
2013-03-14,350.0140075683594,1.2072491645812988,1.0,0.0,159.0618139773328,55673.862961299135,HOLD,0.009174490327356954,64227.46830495219
2013-03-15,347.0400085449219,1.1958560943603516,1.0,0.0,159.0618139773328,55200.81328186435,HOLD,-0.008496800011229988,63681.7403515374
2013-03-18,344.37701416015625,1.18766188621521,1.0,0.0,159.0618139773328,54777.23256441208,HOLD,-0.007673450666195736,63193.081658612384
2013-03-19,342.49700927734375,1.1828649044036865,1.0,0.0,159.0618139773328,54478.19557746568,HOLD,-0.005459147403891973,62848.10131093184
2013-03-20,349.3450012207031,1.2054502964019775,1.0,0.0,159.0618139773328,55567.44959807858,HOLD,0.019994311651971408,64104.70583527729
2013-03-21,337.7330017089844,1.1668745279312134,0.0,35455.47976861486,54.08101675229315,53720.42389184069,SELL,-0.03323934640868875,61973.907311591414
2013-03-22,347.1889953613281,1.1990548372268677,0.0,35455.47976861486,54.08101675229315,54231.813642962676,HOLD,0.009519466044266567,63709.07938889498
2013-03-25,342.89898681640625,1.1868618726730347,0.0,35455.47976861486,54.08101675229315,53999.805618977276,HOLD,-0.004278079754308717,62921.86407211047
2013-03-26,349.26300048828125,1.205051064491272,0.0,35455.47976861486,54.08101675229315,54343.97794897777,HOLD,0.006373584609340677,64089.65872479392
2013-03-27,350.6260070800781,1.2114464044570923,0.0,35455.47976861486,54.08101675229315,54417.690731302224,HOLD,0.001356411236469679,64339.77003685898
2013-03-28,353.8630065917969,1.2184425592422485,1.0,0.0,154.27651362013887,54592.75095612264,BUY,0.0032169726878858995,64933.7585031676
2013-04-02,354.4410095214844,1.2218403816223145,1.0,0.0,154.27651362013887,54681.92323297705,HOLD,0.0016334087455325275,65039.82187218697
2013-04-03,344.77301025390625,1.1894607543945312,0.0,35105.64948811341,52.45401463084721,53190.37801229305,SELL,-0.02727675130095819,63265.7468263207
2013-04-04,344.9119873046875,1.1900606155395508,0.0,35105.64948811341,52.45401463084721,53197.667916548075,HOLD,0.0001370530634947631,63291.249074605505
2013-04-05,336.3110046386719,1.160878300666809,0.0,35105.64948811341,52.45401463084721,52746.511845945235,HOLD,-0.008480749030400636,61712.97126392368
2013-04-08,341.4939880371094,1.178667664527893,0.0,35105.64948811341,52.45401463084721,53018.38013295831,HOLD,0.005154242005748433,62664.04720588644
2013-04-09,348.2879943847656,1.2018524408340454,0.0,35105.64948811341,52.45401463084721,53374.75304132034,HOLD,0.006721686092036938,63910.74538916561
2013-04-10,368.5950012207031,1.2722091674804688,1.0,0.0,147.69580947844813,54439.937075001326,BUY,0.019956701867198667,67637.07522089069
2013-04-11,368.51800537109375,1.2700104713439941,1.0,0.0,147.69580947844813,54428.56511066679,HOLD,-0.00020889010798952334,67622.9465049437
2013-04-12,367.4939880371094,1.2686115503311157,1.0,0.0,147.69580947844813,54277.322041604,HOLD,-0.0027787443735706185,67435.03962281883
2013-04-15,344.65301513671875,1.1914594173431396,1.0,0.0,147.69580947844813,50903.80605980551,HOLD,-0.06215332398331408,63243.72775731414
2013-04-16,359.760986328125,1.2412283420562744,1.0,0.0,147.69580947844813,53135.19009449733,HOLD,0.04383530834747851,66016.03606459999
2013-04-17,338.2820129394531,1.1686731576919556,0.0,32975.47158384032,50.21657522267236,49962.83573309139,SELL,-0.05970345369545349,62074.65071225976
2013-04-18,323.65899658203125,1.1181052923202515,0.0,32975.47158384032,50.21657522267236,49228.51793219655,HOLD,-0.014697280290848047,59391.33147556984
2013-04-19,337.2770080566406,1.1644760370254517,0.0,32975.47158384032,50.21657522267236,49912.367829794486,HOLD,0.013891336288852196,61890.232609379826
2013-04-22,347.9880065917969,1.200254201889038,0.0,32975.47158384032,50.21657522267236,50450.23749344509,HOLD,0.010776280249512382,63855.69771664922
2013-04-23,357.364013671875,1.2356318235397339,0.0,32975.47158384032,50.21657522267236,50921.06845827015,HOLD,0.009332581732370171,65576.19228127065
2013-04-24,356.8699951171875,1.2326339483261108,0.0,32975.47158384032,50.21657522267236,50896.26053835728,HOLD,-0.00048718380552437157,65485.540020569184
2013-04-25,362.3399963378906,1.2526209354400635,1.0,0.0,141.22356290583696,51170.94526612483,BUY,0.0053969530347035555,66489.2836492071
2013-04-26,359.29400634765625,1.2420272827148438,1.0,0.0,141.22356290583696,50740.779707128415,HOLD,-0.008406441521829455,65930.3453743817
2013-04-29,369.2460021972656,1.2750071287155151,1.0,0.0,141.22356290583696,52146.23601903435,HOLD,0.027698752758986256,67756.53371022128
2013-04-30,377.156005859375,1.3029897212982178,1.0,0.0,141.22356290583696,53263.31491879566,HOLD,0.02142204279813309,69208.01707521478
