total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,ticker_1,ticker_2,weight_1,weight_2,asset_type_2
1007296834731.9497,1562.4429189007503,51.33548793890351,1.5361720206836527,102.14939451946552,0.4313679543746894,3622.0653459658733,LQQ3.L,3S3P.L,0.66,0.33999999999999997,ETNs
4491982851.971612,48.958962048841194,35.46370071098738,1.0620157364970397,64.08750500073829,0.6028496182606741,81.21256208156241,LQQ3.L,3SDO.L,0.66,0.33999999999999997,ETNs
151329.03313094896,23.979371777669904,31.97423358722376,0.9958062770065472,65.3451288093612,0.47694376030344254,50.27714748257463,LQQ3.L,3S1P.L,0.66,0.33999999999999997,ETNs
268484200.8504785,29.72247839830732,34.49715355913159,1.0258673108055503,63.24948153395088,0.7347472371960678,40.45265758566691,LQQ3.L,3SAZ.L,0.66,0.33999999999999997,ETNs
6533.363834354088,6.5512594536007205,63.80953197672744,0.5447071328247461,68.93819963959922,0.6415019020613285,10.212377286099473,LQQ3.L,3SIE.L,0.66,0.33999999999999997,ETNs
185.12079344010013,2.9150201688896034,11.215083288102965,0.7157686990839929,29.175856184242093,0.4860292005352281,5.997623528955682,LQQ3.L,3S1E.L,0.66,0.33999999999999997,ETNs
9983.353782081316,5.216785035797318,20.419602820909418,0.6934065729395823,23.012285789374484,0.8898913024456409,5.862272191514071,LQQ3.L,3LUP.L,0.66,0.33999999999999997,ETNs
187.41306408212864,2.9275548060870715,12.105159751078657,0.7149593113354769,31.813034438717633,0.5066588024744174,5.778158381517297,LQQ3.L,3SFG.L,0.66,0.33999999999999997,ETNs
14.11416402974542,1.0322833064609562,7.266894013935568,0.513447111971953,26.650577197693586,0.2566248901129753,4.022537743733699,LQQ3.L,3S3E.L,0.66,0.33999999999999997,ETNs
15.536402906731741,1.080575922479158,7.379930488782506,0.5163326272913088,24.836546374028558,0.302765210509201,3.5690227442638074,LQQ3.L,3S2E.L,0.66,0.33999999999999997,ETNs
14.316775259291234,1.0393627215472767,8.691576209154968,0.5082053436827648,32.25949236885312,0.2966422106015376,3.503758684374803,LQQ3.L,3SFT.L,0.66,0.33999999999999997,ETNs
99.8509720357369,1.4997346964134706,36.460143645031046,0.4478328993133503,78.11006119017395,0.42856394490419203,3.4994420651712663,LQQ3.L,3SAL.L,0.66,0.33999999999999997,ETNs
15.201732174791545,1.0694967627156635,7.805118193858582,0.5133511085397283,27.85048814394422,0.323186426083985,3.3092255008189553,LQQ3.L,3SGF.L,0.66,0.33999999999999997,ETNs
77.14271887152907,1.3762534221296239,25.30277321687357,0.4495294374460593,56.68651658266628,0.4191559827605758,3.283392051487781,LQQ3.L,3SME.L,0.66,0.33999999999999997,ETNs
202.51889740128865,1.8737324469318528,145.41768515218794,0.4454389052082415,236.68098668396678,0.57486541318255,3.2594280399625366,LQQ3.L,3SFE.L,0.66,0.33999999999999997,ETNs
954.2743461827688,2.902406513496037,167.11390444668444,0.44829379235541317,130.22886849899962,0.919527709583946,3.1564100605617136,LQQ3.L,3LNF.L,0.66,0.33999999999999997,ETNs
101.09002254938358,1.505803654289029,32.75141498987207,0.4490101698415758,64.93343243745969,0.5164756788066235,2.9155364251969456,LQQ3.L,3SAE.L,0.66,0.33999999999999997,ETNs
111.56940887197193,1.5530157486334781,37.26072367237587,0.4479602106133266,88.6777462235196,0.5466799066791804,2.8408136638262556,LQQ3.L,3SAP.L,0.66,0.33999999999999997,ETNs
205.01023626380695,1.8806841844768227,137.55620687446665,0.4454638453723732,236.4286152157457,0.7096734509750735,2.6500698058984873,LQQ3.L,3SFB.L,0.66,0.33999999999999997,ETNs
125.78958277651283,2.0447785539308088,16.342515762963803,0.524154188283689,15.354715055105238,0.8348766560615648,2.44919838048511,LQQ3.L,3FNP.L,0.66,0.33999999999999997,ETNs
66.62056219306334,2.005429757958322,18.495699226663383,0.5399138678568954,17.189999477596242,0.8274296880617033,2.42368600848266,LQQ3.L,3GMP.L,0.66,0.33999999999999997,ETNs
48.60345545651292,1.1698628716879962,4.873761803132196,0.5604822835319226,4.863099633735158,0.925247842706141,1.2643778430938153,LQQ3.L,3LFB.L,0.66,0.33999999999999997,ETNs
41.55628083057185,1.1061153163455977,3.5313262259851124,0.6066170746380994,3.893725682067329,0.9213397500736444,1.2005509544738342,LQQ3.L,3LFE.L,0.66,0.33999999999999997,ETNs
26.06605155998673,0.9250994617519006,2.2837946655124277,0.6865477720361297,2.9957033153195316,0.8549982197155446,1.0819899274874263,LQQ3.L,3LUB.L,0.66,0.33999999999999997,ETNs
25.80574505860753,0.9204207896045216,2.282199392796656,0.6806928763393001,3.0206483368117314,0.8507114859581022,1.0819423562477357,LQQ3.L,3LUE.L,0.66,0.33999999999999997,ETNs
24.07593641302716,0.8961237151240846,4.3347322334010014,0.5360785575999535,4.7898627484409975,0.8691825132084354,1.0309960238571765,LQQ3.L,3LPE.L,0.66,0.33999999999999997,ETNs
9.222057617310718,0.8349774579188509,1.7001470448210798,0.740832195795456,2.737789006729142,0.8554356224352112,0.9760845071448848,LQQ3.L,3FTG.L,0.66,0.33999999999999997,ETNs
10.123195018871375,0.5275116838743024,0.5523467271716153,1.0438363031729334,1.482234980986161,0.678749395786708,0.7771818098826994,LQQ3.L,3LBA.L,0.66,0.33999999999999997,ETNs
11.534704857829325,0.6515567790461185,0.8632685216924633,1.0160868411346942,1.4542281034741105,0.8913813401523004,0.7309517820227135,LQQ3.L,3LVE.L,0.66,0.33999999999999997,ETNs
