date,symbol,action,reason,price,position,shares,cash,portfolio_value,return_pct
2022-03-24,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",39.53553009033203,EXC,2526.841040748545,0,99900.0,-0.1
2022-03-25,UVXY,BUY,SPY extremely overbought (RSI > 81),679.5,UVXY,150.1573997853775,0,102031.953154164,2.0319531541640026
2022-03-28,UVXY,BUY,SPY extremely overbought (RSI > 81),662.5,UVXY,150.1573997853775,0,99479.27735781259,-0.5207226421874075
2022-03-29,UVXY,BUY,SPY extremely overbought (RSI > 81),616.5,UVXY,150.1573997853775,0,92572.03696768523,-7.427963032314771
2022-03-30,UVXY,BUY,IOO extremely overbought (RSI > 81),627.5,UVXY,150.1573997853775,0,94223.76836532437,-5.776231634675627
2022-03-31,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",42.34489440917969,EXC,2381.7256049058537,0,100853.919251378,0.8539192513779998
2022-04-01,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",42.37156295776367,EXC,2381.7256049058537,0,100917.43641638615,0.9174364163861465
2022-04-04,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",42.08708190917969,EXC,2381.7256049058537,0,100239.8806188632,0.23988061886320067
2022-04-05,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",42.496036529541016,EXC,2381.7256049058537,0,101213.89830942234,1.2138983094223368
2022-04-06,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",44.19409942626953,EXC,2381.7256049058537,0,105258.21818930125,5.258218189301245
2022-04-07,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",44.469703674316406,EXC,2381.7256049058537,0,105914.63188369531,5.914631883695314
2022-04-08,EXC,BUY,"Bull market - Nuclear portfolio: EXC (33.3%), BWXT (33.3%), NLR (33.3%)",44.567501068115234,EXC,2381.7256049058537,0,106147.55844059904,6.147558440599037
2022-04-11,TQQQ,BUY,"TQQQ oversold, buying dip",46.19132995605469,TQQQ,2206.9379131484648,0,101941.39733876749,1.9413973387674925
2022-04-12,TQQQ,BUY,"TQQQ oversold, buying dip",45.5966682434082,TQQQ,2206.9379131484648,0,100629.01585963018,0.6290158596301771
2022-04-13,TQQQ,BUY,"TQQQ oversold, buying dip",48.33016586303711,TQQQ,2206.9379131484648,0,106661.67539189028,6.661675391890283
2022-04-14,TQQQ,BUY,"TQQQ oversold, buying dip",45.0787467956543,TQQQ,2206.9379131484648,0,99485.99538054934,-0.5140046194506577
2022-04-15,TQQQ,BUY,"TQQQ oversold, buying dip",45.0787467956543,TQQQ,2206.9379131484648,0,99485.99538054934,-0.5140046194506577
2022-04-18,TQQQ,BUY,"TQQQ oversold, buying dip",45.203426361083984,TQQQ,2206.9379131484648,0,99761.15544049098,-0.23884455950901612
2022-04-19,TQQQ,BUY,"TQQQ oversold, buying dip",48.10956954956055,TQQQ,2206.9379131484648,0,106174.83302417808,6.174833024178079
2022-04-20,TQQQ,BUY,"TQQQ oversold, buying dip",45.941959381103516,TQQQ,2206.9379131484648,0,101391.05196248413,1.3910519624841255
2022-04-21,TQQQ,BUY,"TQQQ oversold, buying dip",43.246822357177734,TQQQ,2206.9379131484648,0,95443.05188325219,-4.556948116747808
2022-04-22,TQQQ,BUY,"TQQQ oversold, buying dip",39.81315994262695,TQQQ,2206.9379131484648,0,87865.17211962718,-12.134827880372818
2022-04-25,SQQQ,BUY,"TQQQ weak, bonds weak, short position",186.00921630859375,SQQQ,488.9153674919041,0,90942.76434839719,-9.05723565160281
2022-04-26,UPRO,BUY,"SPY oversold, buying dip with leverage",47.83757400512695,UPRO,2108.0820496321635,0,100845.53105815833,0.8455310581583325
2022-04-27,PSQ,BUY,"QQQ weak, defensive short position",56.81294250488281,PSQ,1784.4617740639344,0,101380.52417205549,1.3805241720554913
2022-04-28,PSQ,BUY,"QQQ weak, defensive short position",54.865814208984375,PSQ,1784.4617740639344,0,97905.94815882648,-2.094051841173525
2022-04-29,PSQ,BUY,"QQQ weak, defensive short position",57.332176208496094,PSQ,1784.4617740639344,0,102307.07686795903,2.3070768679590254
2022-05-02,SQQQ,BUY,"TQQQ weak, bonds weak, short position",199.98777770996094,SQQQ,501.29648885913707,0,100253.17078074501,0.25317078074501476
2022-05-03,TQQQ,BUY,"TQQQ oversold, buying dip",36.772743225097656,TQQQ,2714.4233708731426,0,99816.7936213221,-0.18320637867790357
2022-05-04,SQQQ,BUY,"TQQQ weak, bonds weak, short position",179.19143676757812,SQQQ,611.0261104447643,0,109490.6466331022,9.490646633102195
2022-05-05,PSQ,BUY,"QQQ weak, defensive short position",57.07255172729492,PSQ,2196.83288562638,0,125378.85850113415,25.37885850113415
2022-05-06,PSQ,BUY,"QQQ weak, defensive short position",57.72160339355469,PSQ,2196.83288562638,0,126804.7165460442,26.804716546044205
2022-05-09,PSQ,BUY,"QQQ weak, defensive short position",60.058170318603516,PSQ,2196.83288562638,0,131937.76360645838,31.93776360645838
2022-05-10,PSQ,BUY,"QQQ weak, defensive short position",59.27931213378906,PSQ,2196.83288562638,0,130226.74233281871,30.226742332818713
2022-05-11,PSQ,BUY,"QQQ weak, defensive short position",61.096622467041016,PSQ,2196.83288562638,0,134219.06943629525,34.21906943629524
2022-05-12,TQQQ,BUY,"TQQQ oversold, buying dip",27.363758087158203,TQQQ,4905.590821767477,0,134235.40052142885,34.23540052142885
2022-05-13,PSQ,BUY,"QQQ weak, defensive short position",58.9764289855957,PSQ,2518.354974664895,0,148523.58332384584,48.52358332384584
2022-05-16,PSQ,BUY,"QQQ weak, defensive short position",59.62546920776367,PSQ,2518.354974664895,0,150158.09699610015,50.158096996100156
2022-05-17,PSQ,BUY,"QQQ weak, defensive short position",58.06776428222656,PSQ,2518.354974664895,0,146235.24304781377,46.23524304781377
2022-05-18,TQQQ,BUY,"TQQQ oversold, buying dip",26.99928855895996,TQQQ,5671.277298560937,0,153120.45228172568,53.12045228172568
2022-05-19,PSQ,BUY,"QQQ weak, defensive short position",61.26971435546875,PSQ,2443.622911288966,0,149720.0777671539,49.72007776715391
2022-05-20,PSQ,BUY,"QQQ weak, defensive short position",61.48605728149414,PSQ,2443.622911288966,0,150248.73829788485,50.24873829788484
2022-05-23,PSQ,BUY,"QQQ weak, defensive short position",60.49085998535156,PSQ,2443.622911288966,0,147816.851383778,47.816851383778
2022-05-24,PSQ,BUY,"QQQ weak, defensive short position",61.745670318603516,PSQ,2443.622911288966,0,150883.1346634346,50.88313466343462
2022-05-25,PSQ,BUY,"QQQ weak, defensive short position",60.88027572631836,PSQ,2443.622911288966,0,148768.43661042105,48.76843661042105
2022-05-26,PSQ,BUY,"QQQ weak, defensive short position",59.149497985839844,PSQ,2443.622911288966,0,144539.0684694388,44.53906846943879
2022-05-27,SQQQ,BUY,"TQQQ up but bonds weak, short position",201.57432556152344,SQQQ,692.5837621778597,0,139607.10475586462,39.607104755864626
2022-05-30,SQQQ,BUY,"TQQQ up but bonds weak, short position",201.57432556152344,SQQQ,692.5837621778597,0,139607.10475586462,39.607104755864626
2022-05-31,SQQQ,BUY,"TQQQ up but bonds weak, short position",202.86068725585938,SQQQ,692.5837621778597,0,140498.0179776493,40.49801797764928
2022-06-01,SQQQ,BUY,"TQQQ up but bonds weak, short position",207.96327209472656,SQQQ,692.5837621778597,0,144031.98538218363,44.03198538218363
2022-06-02,UVXY,BUY,IOO extremely overbought,663.0,UVXY,198.92744263242557,0,131888.89446529816,31.888894465298158
2022-06-03,SQQQ,BUY,"PSQ oversold, aggressive short position",205.64781188964844,SQQQ,649.7056555296784,0,133610.54643200804,33.610546432008036
2022-06-06,SQQQ,BUY,"PSQ oversold, aggressive short position",203.46096801757812,SQQQ,649.7056555296784,0,132189.74160056355,32.18974160056355
2022-06-07,SQQQ,BUY,"PSQ oversold, aggressive short position",198.3155059814453,SQQQ,649.7056555296784,0,128846.7058153748,28.846705815374797
2022-06-08,SQQQ,BUY,"PSQ oversold, aggressive short position",202.38900756835938,SQQQ,649.7056555296784,0,131493.282834202,31.49328283420199
2022-06-09,SQQQ,BUY,"TQQQ weak, bonds weak, short position",218.8116455078125,SQQQ,649.7056555296784,0,142163.16358218095,42.16316358218094
2022-06-10,PSQ,BUY,"QQQ weak, defensive short position",61.05336380004883,PSQ,2573.861114557934,0,157142.87899790469,57.14287899790469
2022-06-13,TQQQ,BUY,"TQQQ oversold, buying dip",22.136539459228516,TQQQ,7410.974200962897,0,164053.3228309397,64.05332283093969
2022-06-14,TQQQ,BUY,"TQQQ oversold, buying dip",22.280406951904297,TQQQ,7410.974200962897,0,165119.52110751712,65.11952110751712
2022-06-15,UPRO,BUY,"SPY oversold, buying dip with leverage",34.416988372802734,UPRO,5132.236640451916,0,176636.12878090577,76.63612878090576
2022-06-16,TQQQ,BUY,"TQQQ oversold, buying dip",20.96640968322754,TQQQ,7602.4902199945745,0,159396.9245651369,59.3969245651369
2022-06-17,TQQQ,BUY,"TQQQ oversold, buying dip",21.743301391601562,TQQQ,7602.4902199945745,0,165303.2361800453,65.30323618004529
2022-06-20,TQQQ,BUY,"TQQQ oversold, buying dip",21.743301391601562,TQQQ,7602.4902199945745,0,165303.2361800453,65.30323618004529
2022-06-21,TQQQ,BUY,"TQQQ oversold, buying dip",23.38339614868164,TQQQ,7602.4902199945745,0,177772.04053061098,77.77204053061098
2022-06-22,TQQQ,BUY,"TQQQ oversold, buying dip",23.297080993652344,TQQQ,7602.4902199945745,0,177115.83040866343,77.11583040866343
2022-06-23,TQQQ,BUY,"TQQQ oversold, buying dip",24.294567108154297,TQQQ,7602.4902199945745,0,184699.2088387449,84.6992088387449
2022-06-24,PSQ,BUY,"QQQ weak, defensive short position",59.27931213378906,PSQ,3434.830730804777,0,203614.40301810717,103.61440301810718
2022-06-27,PSQ,BUY,"QQQ weak, defensive short position",59.798545837402344,PSQ,3434.830730804777,0,205397.88289974764,105.39788289974763
2022-06-28,PSQ,BUY,"QQQ weak, defensive short position",61.659141540527344,PSQ,3434.830730804777,0,211788.7141984447,111.78871419844472
2022-06-29,PSQ,BUY,"QQQ weak, defensive short position",61.52932357788086,PSQ,3434.830730804777,0,211342.8114709361,111.34281147093613
2022-06-30,PSQ,BUY,"QQQ weak, defensive short position",62.30817794799805,PSQ,3434.830730804777,0,214018.04439623622,114.01804439623622
2022-07-01,PSQ,BUY,"QQQ weak, defensive short position",61.96202850341797,PSQ,3434.830730804777,0,212829.07964654156,112.82907964654156
2022-07-04,PSQ,BUY,"QQQ weak, defensive short position",61.96202850341797,PSQ,3434.830730804777,0,212829.07964654156,112.82907964654156
2022-07-05,SQQQ,BUY,"PSQ oversold, aggressive short position",234.37673950195312,SQQQ,890.4272012556092,0,208695.4241941391,108.69542419413911
2022-07-06,PSQ,BUY,"QQQ weak, defensive short position",60.49085998535156,PSQ,3379.514417578751,0,204429.73345223317,104.42973345223317
2022-07-07,SQQQ,BUY,"PSQ oversold, aggressive short position",215.5957489013672,SQQQ,926.0059827979484,0,199642.9533484702,99.64295334847021
2022-07-08,PSQ,BUY,"QQQ weak, defensive short position",59.10622787475586,PSQ,3354.8551800388236,0,198292.83475817982,98.29283475817981
2022-07-11,PSQ,BUY,"QQQ weak, defensive short position",60.40432357788086,PSQ,3354.8551800388236,0,202647.75785199486,102.64775785199485
2022-07-12,TQQQ,BUY,"Bonds strong vs PSQ, contrarian TQQQ buy",24.313749313354492,TQQQ,8395.49655904906,0,204125.99869784908,104.12599869784908
2022-07-13,TQQQ,BUY,"Bonds strong vs PSQ, contrarian TQQQ buy",24.160287857055664,TQQQ,8395.49655904906,0,202837.6135695456,102.8376135695456
2022-07-14,TQQQ,BUY,"Bonds strong vs PSQ, contrarian TQQQ buy",24.40966033935547,TQQQ,8395.49655904906,0,204931.21938661512,104.93121938661511
2022-07-15,SQQQ,BUY,"PSQ oversold, aggressive short position",221.4273223876953,SQQQ,972.2833275165235,0,215290.09381418242,115.29009381418243
2022-07-18,TQQQ,BUY,"Bonds strong vs PSQ, contrarian TQQQ buy",25.10022735595703,TQQQ,8767.274674028924,0,220060.58761025005,120.06058761025005
2022-07-19,SQQQ,BUY,"PSQ oversold, aggressive short position",206.46249389648438,SQQQ,1156.8132510979594,0,238838.5487941847,138.8385487941847
2022-07-20,SQQQ,BUY,"PSQ oversold, aggressive short position",196.21441650390625,SQQQ,1156.8132510979594,0,226983.4370681729,126.9834370681729
2022-07-21,SQQQ,BUY,"PSQ oversold, aggressive short position",187.8101348876953,SQQQ,1156.8132510979594,0,217261.2527285811,117.2612527285811
2022-07-22,TQQQ,BUY,"TQQQ trending up, bonds strong",28.322879791259766,TQQQ,8054.047666471148,0,228113.82389053854,128.11382389053853
2022-07-25,SQQQ,BUY,"PSQ oversold, aggressive short position",200.802490234375,SQQQ,1116.847185336949,0,224265.6960269119,124.26569602691191
2022-07-26,TQQQ,BUY,"Bonds strong vs PSQ, contrarian TQQQ buy",26.212812423706055,TQQQ,9047.170860032264,0,237151.7927192451,137.1517927192451
2022-07-27,SQQQ,BUY,"PSQ oversold, aggressive short position",186.3951416015625,SQQQ,1428.1933379926977,0,266208.2994695571,166.20829946955712
2022-07-28,UVXY,BUY,VTV extremely overbought,524.5,UVXY,490.9179334671747,0,257486.45610353313,157.48645610353313
