total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,ticker_1,ticker_2,ticker_3,weight_1,weight_2,weight_3,asset_type_2,asset_type_3
35589022291.928734,641.3059880713015,25.672600870058748,1.5414936330769067,92.77202453230714,0.42578333278761443,1506.179173037739,LQQ3.L,3LRI.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
246925387690.3626,1074.4777851188608,25.74623883180696,1.5823936161163337,84.51539819340874,0.7317367527429214,1468.3939013465863,LQQ3.L,3LFE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
27663242651.078568,599.6573531796969,25.665832705089873,1.5373569023531386,99.30761708903226,0.4146871279481913,1446.0476652523798,LQQ3.L,3S3P.L,3SAP.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
117900800706.08781,882.4239910572352,25.700716105353273,1.5661445840368222,87.52282497352917,0.6271135503547847,1407.1199554817633,LQQ3.L,3LUE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
111572250584.90498,869.5489587454474,25.68370284632974,1.5601770189239363,87.20633481901731,0.6488882255524562,1340.059696729931,LQQ3.L,3FTG.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
94026396056.65878,830.8020906108319,25.674267232239124,1.5551720004497092,87.67867406805918,0.6263730959993902,1326.3693730096618,LQQ3.L,3FNE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
33462390020.04817,630.8606079532293,25.66713144231829,1.5406512289256422,92.9644816363229,0.492177379626022,1281.774892687236,LQQ3.L,3LDO.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
75288995734.47166,783.036272551719,25.674045387023416,1.55171299649828,87.50560240667909,0.6258834252467458,1251.089645396853,LQQ3.L,3GME.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
21961211576.795662,563.8729494720782,25.666379897635785,1.5351972639352929,98.34315152457407,0.4526042502483153,1245.8410391920022,LQQ3.L,3S3P.L,3SFB.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
51649199423.23275,708.2242131091065,25.673941248041828,1.545957691934259,88.16830222281743,0.5694729097561677,1243.6486459247872,LQQ3.L,3LAE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
72227221622.02608,774.4220582166781,25.674526895318376,1.5514407876811682,87.16537237164198,0.6293026532742653,1230.6035167456482,LQQ3.L,3GFM.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
43934941471.949104,678.3425886174535,25.67416316397689,1.5442493725484656,87.93853910261772,0.5661407937818711,1198.1870871485244,LQQ3.L,3LWP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
59148118798.08885,734.2770658939331,25.672214269481817,1.5479622358799006,89.34537129670599,0.614101952781067,1195.692445804206,LQQ3.L,3LGE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
44599285163.40679,681.0610719047099,25.67458981855864,1.5444931189316282,87.57562895487456,0.5740495280087332,1186.4151761733506,LQQ3.L,3LAP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
49243288188.279465,699.2785247531092,25.671570352180012,1.5454983997221992,87.73450384600694,0.5932655978327711,1178.6938722009309,LQQ3.L,3LME.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
86346859138.17548,812.1549591825413,25.66674848922874,1.5535600702759662,79.89232180247136,0.6946248899129943,1169.1993347434877,LQQ3.L,3LVE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
29138238605.71213,608.0180274111177,25.676596245466804,1.5389575671258082,96.28679946992375,0.520810516187068,1167.4457571680946,LQQ3.L,3LVO.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
83662183770.91835,805.3490540251529,25.667186840149714,1.5532336023876896,79.91163404511681,0.6934535900249327,1161.3597010813617,LQQ3.L,3LVP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
84270557901.6847,806.905233332267,25.666218799921218,1.5534460910102033,79.36532655870722,0.6997872326745647,1153.0722420417715,LQQ3.L,3LNV.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
41773364967.19975,669.2832348406994,25.67163128972269,1.5437559233946683,87.59877747783712,0.5902282289714188,1133.9397236337686,LQQ3.L,3LMP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
43452779506.06125,676.3506367093706,25.672715237150076,1.5443390112103468,88.9369188918268,0.6179953920252226,1094.4266663427911,LQQ3.L,3LAL.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
34000955600.583435,633.5509327447808,25.674926327788917,1.5427194106922133,85.42698588847257,0.6323672392569352,1001.8718450519931,LQQ3.L,3LUB.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
63122211378.73829,747.1111370467262,25.68334197179379,1.550896222699932,83.6868721365562,0.7467430001604364,1000.492990073172,LQQ3.L,3LTE.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
46695199221.90296,689.4472754449488,25.67533261701852,1.5458736221165703,82.4184594637716,0.7296995298032332,944.8372203705015,LQQ3.L,3LFP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
46840685439.663506,690.0190631198989,25.676074162393387,1.5460107220237473,81.89077581871055,0.738073553606724,934.8920033078024,LQQ3.L,3LFB.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
36460939087.79717,645.456334841465,25.66578883883396,1.5431446690843353,82.64083555778682,0.7275335295445402,887.1843133409147,LQQ3.L,3LNF.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
38976866212.210785,657.0374741084686,25.682984137162872,1.545078973312934,82.00740892144093,0.745724812229587,881.0722981632343,LQQ3.L,3LTS.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
38539592573.74658,655.0648542595279,25.682023860761007,1.544756524825316,83.40323077420466,0.7443727314623751,880.0226372782419,LQQ3.L,3LTP.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1509614083567670.2,478.18200696962896,24.71789354982682,1.4809155488321801,86.49327914371622,0.6688881277049934,714.8908571756359,LQQ3.L,3SAZ.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
117091041748.2105,351.595430893242,37.75088545502635,1.1103830455508525,111.5862355378166,0.5215658288216102,674.1151575969086,LQQ3.L,3SDO.L,3SIE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1356066052.5144758,290.0421295876687,23.6547813187593,1.4366839131878,96.3369743221892,0.5537334841479208,523.793734514687,LQQ3.L,3S1P.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
17276615539.229813,225.99583331330464,37.446815835191316,1.078039305348162,108.68024616047795,0.5912947093419967,382.2050658372994,LQQ3.L,3SAZ.L,3SIE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
303027466.0107299,163.00358043272988,20.464164431896492,1.3359562370745541,79.54674075633007,0.4578954635073818,355.98426589369797,LQQ3.L,3S1E.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
315393508.4716291,164.72557207929586,20.592911389985286,1.3428345869907452,80.46428801921523,0.4696625951069655,350.7317248497928,LQQ3.L,3SDO.L,3SFG.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
13048655198.819036,101.03867977358237,75.0736954313913,0.7139230709388693,158.68849382392997,0.40692742130764226,248.29656219504525,LQQ3.L,3SDO.L,3SFE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
12707503191.860582,100.50327271025762,71.27653664777277,0.7274154557177614,156.4481278488707,0.4190751549344808,239.8215965009201,LQQ3.L,3SDO.L,3SFB.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
38063525.29949857,94.40548418223736,20.023820673282213,1.2580570214321072,76.92431107312238,0.43015794012237873,219.46702682130953,LQQ3.L,3S3E.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
39867319.587927036,95.56602360782523,20.167540781534505,1.2660977525989543,77.6632427114117,0.44297874474512416,215.73500927863,LQQ3.L,3SDO.L,3SFT.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
134986340850.39209,161.28198819901058,21.406295220157187,1.3217738477602186,60.702596123530576,0.7568740595829158,213.08959681863968,LQQ3.L,3LUP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
39337219.68299727,95.2290601017181,20.03566621565101,1.259293027712264,76.82440807409453,0.4541558693278016,209.6836494542438,LQQ3.L,3S2E.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3239509709.7566404,153.42337544281423,21.843801501289487,1.3195620571578424,63.27101068674297,0.7344226245092478,208.90338930576115,LQQ3.L,3FNP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
38925448.22481163,94.96499045641453,20.077850697067316,1.2615348496410257,77.36570601142799,0.4660995460408169,203.74400975730265,LQQ3.L,3SDO.L,3SGF.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
137257840.79103148,132.36307856467508,21.753016496792466,1.3018225578028582,62.73679925255411,0.7292202690554114,181.51316437779542,LQQ3.L,3GMP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
4226663526.9816666,80.57285034882136,26.190292752715322,1.1215423267453524,87.28791277919193,0.4782034874931768,168.49072090878678,LQQ3.L,3SAL.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
24352218.680678423,97.38794266106267,19.895823529548505,1.273241519507933,63.394344394539374,0.6263491258074665,155.4850779675212,LQQ3.L,3LUP.L,3S1P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3792656.7705149776,58.57264684755254,86.2116832058514,0.6950821450171968,218.33717578025596,0.3801059303194424,154.09558803338817,LQQ3.L,3S1P.L,3SFE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
29818969209.966618,119.23781872502151,85.65488622219101,0.6852589135656648,129.28578535062042,0.7873835598842538,151.43549446542877,LQQ3.L,3LNF.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3179662993.669141,76.08993220919507,22.666884487529767,1.1866062436968345,80.78488973703617,0.5070063045024142,150.07689556024593,LQQ3.L,3SDO.L,3SME.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
4125904794.086991,80.1829458197398,24.933786325607723,1.1455281914924158,86.0623363428575,0.5485889321871992,146.16216462853896,LQQ3.L,3SAE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
4514931447.806595,81.64863617972833,26.475385809618373,1.1165731560194034,91.92117767445835,0.5591716486323497,146.01712440076082,LQQ3.L,3SAP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
21594233321.025997,111.35515681159202,20.926081283223436,1.2886079617510462,57.27679713769583,0.7928282386194425,140.45306585635188,LQQ3.L,3LUP.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3384284.5053342204,56.76938349213837,37.78066464671475,0.898655772546409,100.64414786503998,0.41658366203146807,136.27366761169355,LQQ3.L,3S1P.L,3SIE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
2042889245.5081105,69.60621705366887,74.9491626775288,0.6976863352984437,158.90510595472708,0.5231612699021461,133.04925471009784,LQQ3.L,3SAZ.L,3SFE.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
2014813145.5395982,69.41245051912898,71.14017445593574,0.7104539485209268,156.6650686200301,0.5330546491360156,130.21638706581754,LQQ3.L,3SAZ.L,3SFB.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
453858277.5700591,96.82723261695541,21.296924881033046,1.2795308520550641,58.89582868440492,0.7798430925261758,124.162454659051,LQQ3.L,3FNP.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
249137256.77972442,84.57188393851396,20.28431262979121,1.231551140375997,58.24212900736247,0.7361150639069536,114.88948954480847,LQQ3.L,3FNE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
18540988.41467796,78.06776701588844,19.724974533517166,1.2144647951346599,56.64754383321685,0.7506386697220213,104.00179229348618,LQQ3.L,3FTG.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
4905632727.924748,82.7294173489387,85.50567955795198,0.6706459129933122,124.75611450459714,0.8194551090601747,100.95661914149304,LQQ3.L,3LNF.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
708611405.6868733,56.21736549873156,25.80531227620189,1.0876708262496233,87.07273076143251,0.5707001163878016,98.50596466416486,LQQ3.L,3SAL.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
12407309.000015376,70.19381112414233,19.71258896222062,1.2036614806269617,56.71490869088243,0.7314065584426408,95.97098947759456,LQQ3.L,3GME.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
12020938.668495415,69.60807715577953,19.712673934286794,1.2033471573063783,56.48253384697141,0.733774670265121,94.86301446005128,LQQ3.L,3GFM.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
670168608.4590281,55.58709592226474,24.5296138631151,1.1111678627228951,82.79089065254372,0.6204095388644026,89.5974230570525,LQQ3.L,3SAE.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
719073252.2102462,56.201438790743,26.088270830082358,1.082158052529166,88.56533785914706,0.6292896664577563,89.30933048225376,LQQ3.L,3SAP.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
521864745.34882486,52.8451091337769,22.22152879044751,1.1516232907486712,77.98505666022214,0.5927765494518372,89.14844756029024,LQQ3.L,3SAZ.L,3SME.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3333165.3034035177,49.51009629962561,18.09811789697334,1.1883119490089753,69.83206863234135,0.5598460731376542,88.43519437788774,LQQ3.L,3S1E.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
3469054.8076207554,50.03993323512518,18.243760548403685,1.1960174134960537,70.98650037868045,0.5690142090685899,87.94144757304872,LQQ3.L,3SAZ.L,3SFG.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
231634.91376486458,27.01971341550698,16.41265702850072,1.090125151302387,69.48537898068567,0.34182039362068856,79.04652244210517,LQQ3.L,3S1P.L,3S2E.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1295915656.1421459,63.50445446844144,18.997916132073605,1.1883387441185738,49.45715358344878,0.8101658202815436,78.3845144767682,LQQ3.L,3LFB.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
871290691.6065701,58.61444877194033,18.95844502135027,1.1800215908790295,51.55512634943795,0.7612016581490338,77.00252376547549,LQQ3.L,3LPE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
747646129.3961433,56.82989649677135,18.874988779817915,1.1648222255474534,50.52840748272108,0.7388617567837488,76.915466222194,LQQ3.L,3LUE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
757868811.4055599,56.986065029004465,18.874472629435676,1.1652491412370602,50.003053447652135,0.7425407755756858,76.74469457225919,LQQ3.L,3LUB.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1065794229.4942155,61.048239329089974,18.92488622280056,1.1773163168934149,49.484759686159315,0.8055408100787321,75.78540846754025,LQQ3.L,3LFE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1591214.91943845,46.12720320385269,18.21086994738086,1.1495230154737377,62.13669441347047,0.6207461030755348,74.3092916335872,LQQ3.L,3FNP.L,3S1P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
102091898.5223335,37.943769454277884,18.83555406055001,1.1281192906684105,63.78826122170749,0.510813429947714,74.28107255943084,LQQ3.L,3SDO.L,3SMP.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
34989272.00561657,53.26931991471546,19.693436851190707,1.188681633387979,53.79798992843779,0.7812540177757566,68.18437883541912,LQQ3.L,3FNE.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
79685.15287160978,33.22519560113069,18.697396339349265,1.1220540218983688,56.513719145933955,0.4970213031320217,66.84863484071873,LQQ3.L,3LLL.L,3S3P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
218939370.77750596,44.31422188599995,18.840743630371716,1.1404326802427787,50.0125441924834,0.6812788894366164,65.04564073994072,LQQ3.L,3LAP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
211207387.04479742,43.99183674323992,18.841389229276032,1.1396503549469899,50.78718606927686,0.6780927167702155,64.87584316312217,LQQ3.L,3LAE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
260425452.7646889,45.90288384119434,18.84194725831029,1.1423837384596487,52.03628291995284,0.723193168220325,63.47250756551638,LQQ3.L,3LGE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
893331.2885623926,39.329853303751314,18.526929547873387,1.1377204014059537,51.389426024974384,0.6198414779565365,63.45147058149783,LQQ3.L,3GMP.L,3S1P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
261431781.8075169,45.93881933471811,18.842075215736067,1.1426904051853617,51.56681212076684,0.7257570085033711,63.29779636500021,LQQ3.L,3LAL.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
364340497.8945109,49.13690344267477,18.853320576156968,1.14819412618285,45.987107960805794,0.7768769323845417,63.249275907645035,LQQ3.L,3LVE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
217467738.28448465,44.25357313741714,18.843455001063404,1.13978842911637,51.54670258288203,0.7012696240217691,63.10493371097934,LQQ3.L,3LME.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
356591244.86334354,48.92331285239882,18.852886476224366,1.147962105910652,45.921437181337076,0.7754095905846606,63.09351012219301,LQQ3.L,3LVP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
180832814.33789936,42.62575928963295,18.841239808513983,1.1379688407835025,50.72348769474745,0.6757149836370129,63.08245387752282,LQQ3.L,3LWP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
357844610.74191916,48.95810960288582,18.8520051348157,1.148271774484893,45.19530294333009,0.7774637895351924,62.97156248544448,LQQ3.L,3LNV.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
186158501.9242021,42.877941543805726,18.84317311811302,1.1380961871427058,51.545797403789166,0.6988771865738816,61.35261297339957,LQQ3.L,3LMP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
397441044.03503495,50.010196119094374,18.84248408881132,1.1519489539369656,46.95029524439478,0.8177957258714703,61.15243029156437,LQQ3.L,3LTS.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
379521319.75248724,49.54498900535612,18.84136386367032,1.1500784860921405,47.85126820920754,0.8173033405400619,60.620074026147414,LQQ3.L,3LTE.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
372389949.24528974,31.23325091383994,17.743133330551075,1.0775035923070153,49.31866684394274,0.5263719285968012,59.33684761096842,LQQ3.L,3LBA.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
235940947.71223637,44.9922172943818,18.839034566854266,1.1440499027785322,47.594747595612304,0.8165410338088671,55.10098749662275,LQQ3.L,3LTP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
203421020.36141098,43.65747949450811,18.84955266012754,1.1404969584778735,47.79565574453523,0.8040211047976707,54.298922296939416,LQQ3.L,3LFP.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
420612.0323168097,28.418474730508173,17.59514699509403,1.1001948344934442,67.12914538333018,0.5406298209568918,52.56549607309615,LQQ3.L,3S3E.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
213212636.7146148,43.94137417568473,18.450596746187653,1.1518218303801144,46.028117942772184,0.8378255388811237,52.44692616360962,LQQ3.L,3LFB.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
440493.5829555305,28.775430964425865,17.758788939203743,1.1093695504028651,68.29652216944275,0.550883417075059,52.23506475691418,LQQ3.L,3SAZ.L,3SFT.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
54741.41335058621,17.986035839331436,15.987544396377547,1.0101568467512019,55.405748475469814,0.3458610641445786,52.00364453806463,LQQ3.L,3LBA.L,3S1P.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
228558082.17445785,28.57989348244691,17.740761011671182,1.0733121674671613,47.54627871323863,0.5503490367798908,51.93048696817705,LQQ3.L,3LRI.L,3SDO.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
430578.3550914375,28.598933950345767,17.608984962429496,1.1015828825205844,66.1249951958887,0.5514053172727202,51.865538932046576,LQQ3.L,3S2E.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
1481460.4276739792,39.8708281859521,19.542848730173002,1.150576844168118,51.022380913642635,0.7775647051624652,51.276540616155465,LQQ3.L,3GMP.L,3SAZ.L,0.66,0.16999999999999998,0.16999999999999998,ETNs,ETNs
