ticker_1,weight_1,ticker_2,weight_2,ticker_3,weight_3,asset_type_2,asset_type_3,total_return,cagr,volatility,sharpe,sortino,dpr,max_drawdown,calmar
LQQ3.L,0.5,SGLN.L,0.5,SLVP.L,0.0,ETCs,ETCs,19.75933094276542,0.2772858738776047,0.284183530376647,1.0041428426587307,1.3169947309429577,1.2797271405188684,0.47492948789447337,0.5838464044566044
LQQ3.L,0.5,SGLN.L,0.5,SLVP.L,0.0,ETCs,ETCs,19.75933094276542,0.2772858738776047,0.284183530376647,1.0041428426587307,1.3169947309429577,1.2797271405188684,0.47492948789447337,0.5838464044566044
LQQ3.L,0.5,SGLN.L,0.5,TRIG.L,0.0,ETCs,Shares,17.441647735170914,0.2771924397297658,0.2849965436250167,1.0018193885302826,1.315929251739641,1.2775705627658531,0.47492948789447326,0.5836496717831857
LQQ3.L,0.5,SGLN.L,0.5,SEMG.L,0.0,ETCs,ETFs,19.768178293271447,0.2767304025564574,0.2835032399126755,1.0043735033385348,1.3098146493652039,1.2729561537188008,0.47492948789447337,0.5826768175277955
LQQ3.L,0.5,SGLN.L,0.5,VFEM.L,0.0,ETCs,ETFs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
LQQ3.L,0.5,SGLN.L,0.5,IAPD.L,0.0,ETCs,ETFs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
LQQ3.L,0.5,SGLN.L,0.5,PHAU.L,0.0,ETCs,ETCs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
LQQ3.L,0.5,SGLN.L,0.5,FTAL.L,0.0,ETCs,ETFs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
LQQ3.L,0.5,SGLN.L,0.5,EMAS.L,0.0,ETCs,ETFs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
LQQ3.L,0.5,SGLN.L,0.5,PHPT.L,0.0,ETCs,ETCs,19.76367865561988,0.2742384104401332,0.28294003016589686,0.9988597245470365,1.3093072496319278,1.2704891424274212,0.47492948789447303,0.5774297394249557
