date,symbol,shares,price,trade_value,costs,execution_type,scaling_applied
2024-07-01,OKLO,8208.530653628715,8.65999984741211,71085.87420790229,106.62881131185344,market_open,True
2024-07-01,NLR,263.0886984348322,79.88292136894283,21016.293810127216,31.524440715190824,market_open,True
2024-07-01,SMR,586.5503271870549,11.760000228881836,6897.831981970481,10.346747972955722,market_open,True
2024-07-02,OKLO,94.57212296161924,8.0,756.576983692954,1.134865475539431,market_open,True
2024-07-02,NLR,-12.394210527567196,79.54543435532358,-985.9028599066569,1.4788542898599855,market_open,True
2024-07-02,SMR,8.464575567164824,11.055000305175781,93.57588547819059,0.21226535332969215,market_open,True
2024-07-03,OKLO,-10.661368203705933,8.149999618530273,-86.89014679321414,0.13033522018982122,market_open,True
2024-07-03,NLR,0.6483630945207892,80.2700267053663,52.044122911957686,0.07806618436793653,market_open,True
2024-07-03,SMR,5.811068221324149,11.180000305175781,64.96774448780127,0.09745161673170191,market_open,True
2024-07-05,OKLO,-312.568831141858,8.329999923706055,-2603.698339564568,3.905547509346852,market_open,False
2024-07-05,NLR,-8.274507265715386,81.44127121784948,-673.8863904211928,1.0108295856317893,market_open,False
2024-07-05,SMR,-40.63333945171405,11.989999771118164,-487.1937307258181,0.7307905960887272,market_open,False
2024-07-08,NLR,-243.06834373607043,81.39163704377927,-19783.730410198823,29.675595615298235,market_open,False
2024-07-08,BTAL,249.08562503552352,18.784205482482538,4678.875563399871,34.25216160960339,market_open,False
2024-07-08,OKLO,-7979.872577244771,7.820000171661377,-62402.60492389002,93.60390738583504,market_open,False
2024-07-08,SMR,-560.1926315238298,12.859999656677246,-7204.077049069575,10.806115573604362,market_open,False
2024-07-09,BWXT,416.143099913547,94.59342924116797,39364.4028758724,59.0466043138086,market_open,True
2024-07-09,NLR,503.9262177005363,80.94497680167335,40790.296001524905,61.185444002287355,market_open,True
2024-07-09,BTAL,-249.08562503552352,18.745553720603066,-4669.247965133398,7.003871947700097,market_open,True
2024-07-09,SMR,684.1334463921024,13.100000381469727,8962.148408712741,19.247430157533906,market_open,True
2024-07-10,BWXT,-416.143099913547,93.58279557939555,-38943.834650985445,58.41575197647817,market_open,True
2024-07-10,NLR,-503.9262177005363,81.29238003860998,-40965.3616007313,61.448042401096956,market_open,True
