date,symbol,shares,price,trade_value,costs,execution_type,scaling_applied
2024-08-05,LEU,-225.77157039404167,34.779998779296875,-7852.334942704708,11.778502414057062,market_open,False
2024-08-05,OKLO,-2389.6640306892605,7.110000133514404,-16990.511577255213,25.48576736588282,market_open,False
2024-08-05,EXC,100.28069948980418,38.282730595804,3839.0190025269526,42.244627075737576,market_open,False
2024-08-06,SMR,-805.9016362227974,9.15999984741211,-7382.058864829994,11.07308829724499,market_open,True
2024-08-06,TQQQ,486.7868144950025,53.46967402183298,26028.332289174265,154.3802892323695,market_open,True
2024-08-06,OKLO,-8570.781054908299,7.789999961853027,-66766.38409078629,100.14957613617943,market_open,True
2024-08-06,EXC,-100.28069948980418,36.18478145153302,-3628.635194845423,5.442952792268135,market_open,True
2024-08-07,TQQQ,1347.1087079752697,56.867707448407025,76606.98390633921,114.91047585950882,market_open,True
2024-08-08,TQQQ,-1.3757935272851682,54.773572645266924,-75.35712671164218,0.11303569006746328,market_open,True
2024-08-09,SMR,119.38497606023519,8.279999732971191,988.5075698995195,25.254672159348335,market_open,True
2024-08-09,TQQQ,-1832.519728942987,56.73929588610628,-103975.87911762341,155.96381867643512,market_open,True
2024-08-12,SMR,1293.9081730290452,9.5,12292.12764377593,18.438191465663895,market_open,True
2024-08-12,BWXT,396.9755496978394,97.34791197103341,38644.74086663787,57.967111299956805,market_open,True
2024-08-12,EXC,1440.1588425316277,35.991520193495354,51833.50606281797,77.75025909422696,market_open,True
2024-08-13,SMR,-3.7493554705167753,9.390000343322754,-35.20644915539157,0.05280967373308735,market_open,True
2024-08-13,BWXT,-0.3292037274864015,96.6444267587151,-31.815705529755533,0.0477235582946333,market_open,True
2024-08-13,EXC,-2.267159666231464,36.02068953145659,-81.66465445556432,0.12249698168334648,market_open,True
2024-08-14,SMR,-88.05973746480095,10.0,-880.5973746480095,1.3208960619720143,market_open,True
2024-08-14,BWXT,5.023556965324701,96.93176555310657,486.94224600552946,0.7304133690082942,market_open,True
2024-08-14,EXC,10.679168720183043,35.98179496701564,384.25565930779305,0.5763834889616896,market_open,True
2024-08-15,SMR,63.80949840425137,9.6899995803833,618.3140127616647,0.9274710191424971,market_open,True
2024-08-15,BWXT,-2.703194753658579,97.52625428741177,-263.632458933704,0.395448688400556,market_open,True
2024-08-15,EXC,-9.864579599650597,35.845688521495326,-353.60264772457236,0.5304039715868586,market_open,True
2024-08-16,SMR,21.33054212979596,9.239999771118164,197.094204397141,0.29564130659571153,market_open,True
2024-08-16,BWXT,-0.6416839271576578,97.37782554854377,-62.48578551606286,0.0937286782740943,market_open,True
2024-08-16,EXC,-3.8053962263159065,36.48734908761276,-138.84882052627273,0.2082732307894091,market_open,True
2024-08-19,SMR,44.13339824068066,9.104999542236328,401.834570778731,0.6027518561680966,market_open,True
2024-08-19,BWXT,-1.6944455200902553,97.5864129646777,-165.35486026967575,0.24803229040451363,market_open,True
2024-08-19,EXC,-6.501541064879575,36.64290385650103,-238.23534415947557,0.3573530162392134,market_open,True
2024-08-20,UVXY,40.516492011668646,22.06999969482422,894.1989663328749,157.67977799885688,market_open,True
2024-08-20,SMR,-1450.7574949286907,9.420000076293945,-13666.135712912279,20.49920356936842,market_open,True
2024-08-20,BWXT,-396.63057873477123,98.77829614156606,-39178.492765063966,58.76773914759595,market_open,True
2024-08-20,EXC,-1428.3993346947332,36.60402255435447,-52285.16146379094,78.4277421956864,market_open,True
2024-08-21,UVXY,4523.860286140073,22.969999313354492,103913.06766634913,155.8696014995237,market_open,True
2024-08-22,UVXY,-7.203251860732053,23.260000228881836,-167.54763992932106,0.2513214598939816,market_open,True
2024-08-23,UVXY,-362.23268652846036,24.1200008392334,-8737.052703064233,13.105579054596351,market_open,False
2024-08-26,UVXY,386.5286197403839,22.6299991607666,8747.14234033716,13.12071351050574,market_open,True
2024-08-27,UVXY,-97.22615135058277,23.299999237060547,-2265.369252290912,3.3980538784363676,market_open,False
2024-08-28,UVXY,102.14623215027041,22.200000762939453,2267.6464316673937,3.4014696475010906,market_open,True
2024-08-29,UVXY,-185.00566565757345,22.8700008392334,-4231.079728851638,6.346619593277457,market_open,False
2024-08-30,UVXY,48.85777641058303,22.170000076293945,1083.1769067501782,1.6247653601252674,market_open,False
2024-09-03,UVXY,138.75728041229195,22.5,3122.038809276569,4.683058213914854,market_open,True
2024-09-04,UVXY,-4588.998931467922,29.43000030517578,-135054.23995355229,202.58135993032843,market_open,False
2024-09-04,TQQQ,13.920883091387148,60.29538089991853,839.3649484584234,198.90629593400803,market_open,False
2024-09-05,UVXY,4633.134017314064,28.700000762939453,132970.9498317144,199.4564247475716,market_open,False
2024-09-05,TQQQ,-13.920883091387148,60.39416166786852,-840.7400639807327,1.261110095971099,market_open,False
2024-09-06,UVXY,-4633.134017314064,26.510000228881836,-122824.38385943607,184.2365757891541,market_open,True
2024-09-06,TQQQ,38.36105943977163,60.85842855074683,2334.593795046294,186.13749599846403,market_open,True
2024-09-09,TQQQ,2098.1846601056423,57.85551392631573,121391.55182272402,182.08732773408605,market_open,True
2024-09-10,TQQQ,-3.4851925703947018,59.050750869600165,-205.80323820695898,0.30870485731043845,market_open,True
2024-09-11,SMR,151.76943449035733,8.220000267028809,1247.5447920375484,24.457874500906776,market_open,True
2024-09-11,TQQQ,-2133.060526975019,60.433676530601396,-128908.68990740245,193.3630348611037,market_open,True
2024-09-12,SMR,1710.0830019061166,8.75,14963.226266678521,22.44483940001778,market_open,True
2024-09-12,BWXT,498.4365279934875,95.86808358690708,47784.15472844741,71.67623209267111,market_open,True
2024-09-12,EXC,1688.637412256168,38.29567692496556,64667.5127831721,97.00126917475815,market_open,True
2024-09-13,SMR,44.7679814469509,8.949999809265137,400.6734254113957,0.6010101381170936,market_open,True
2024-09-13,BWXT,-4.216099614572272,97.97377195656992,-413.0671821842861,0.6196007732764292,market_open,True
2024-09-13,EXC,-5.149366604476427,38.820674291982705,-199.9018837623923,0.29985282564358845,market_open,True
2024-09-16,SMR,-173.30486398282142,9.720000267028809,-1684.5233241904155,2.526784986285623,market_open,True
2024-09-16,BWXT,9.947379684096347,98.13269516951817,976.1631782748848,1.4642447674123271,market_open,True
2024-09-16,EXC,8.690667332607017,39.287340772737885,341.43320903863287,1.025298293205424,market_open,True
2024-09-17,SMR,-0.7330759434564698,9.829999923706055,-7.206136468247842,0.010809204702371764,market_open,False
2024-09-17,BWXT,0.14545467355236497,97.49701487639345,14.18139647117588,0.02127209470676382,market_open,False
2024-09-17,EXC,-0.4222953123642128,39.238734265755596,-16.5703335435336,0.0248555003153004,market_open,False
2024-09-18,SMR,93.6224456159357,9.010000228881836,843.5382564280579,1.265307384642087,market_open,False
2024-09-18,BWXT,-2.1866107536968684,97.59633800691083,-213.4052022073456,0.3201078033110184,market_open,False
2024-09-18,EXC,-7.688562631783498,39.06373483317026,-300.3439718962122,0.45051595784431836,market_open,False
2024-09-19,SMR,-33.67372197645341,9.569999694824219,-322.2575090382547,0.483386263557382,market_open,True
2024-09-19,BWXT,-1.4388025081172486,97.8347172800188,-140.76483660343297,0.21114725490514946,market_open,True
2024-09-19,EXC,13.046916015253373,38.247069800699634,499.0063075192617,0.7485094612788926,market_open,True
2024-09-20,SMR,-70.0059859353446,10.210000038146973,-714.7611190703848,1.0721416786055773,market_open,True
2024-09-20,BWXT,-1.251968570666122,99.32459380372069,-124.35126973643736,0.18652690460465604,market_open,True
2024-09-20,EXC,21.106865763642645,38.54845557435936,813.637077203745,1.2204556158056175,market_open,True
2024-09-23,UVXY,49.16841371281122,23.170000076293945,1139.2321494770883,206.04669554437046,market_open,True
2024-09-23,SMR,-1722.5252156212846,10.880000114440918,-18741.074543086943,28.111611814630415,market_open,True
2024-09-23,BWXT,-499.4358809040837,102.30431712333838,-51094.446742785236,76.64167011417786,market_open,True
2024-09-23,EXC,-1718.221636819047,39.326232397913365,-67571.18340066895,101.35677510100342,market_open,True
2024-09-24,UVXY,5806.63068557653,23.389999389648438,135817.08819154892,203.72563228732338,market_open,True
2024-09-25,UVXY,-9.56541590301731,23.84000015258789,-228.03951658749932,0.342059274881249,market_open,True
2024-09-26,UVXY,-0.08766438443672087,23.8700008392334,-2.0925489300754063,0.0031388233951131096,market_open,True
2024-09-27,UVXY,-0.6060726357382009,24.1200008392334,-14.618472482641804,0.021927708723962706,market_open,True
