date,symbol,shares,price,trade_value,costs,execution_type
2024-08-02,OKLO,535.5417822327199,8.119999885559082,4348.599210441793,6.522898815662689,market_open
2024-08-05,EXC,638.4877171231922,38.282726551330356,24443.050681010336,36.66457602151551,market_open
2024-08-05,LEU,-196.93448773481748,34.779998779296875,-6849.381243018407,10.274071864527611,market_open
2024-08-05,SMR,-167.8643765291764,7.320000171661377,-1228.7672650094014,1.8431508975141022,market_open
2024-08-05,OKLO,-2121.8205752008744,7.110000133514404,-15086.144572971827,22.629216859457742,market_open
2024-08-06,EXC,-638.4877171231922,36.184777635821106,-23103.53606730576,34.65530410095864,market_open
2024-08-06,TQQQ,1679.949473044678,53.46967402183298,89826.35069684901,134.73952604527352,market_open
2024-08-06,SMR,-699.4515210734062,9.15999984741211,-6406.975826304569,9.610463739456854,market_open
2024-08-06,OKLO,-7438.681814495563,7.789999961853027,-57947.33105115725,86.92099657673587,market_open
2024-08-07,TQQQ,-73.53895641963186,56.867707448407025,-4181.991859732778,6.272987789599167,market_open
2024-08-08,TQQQ,206.47341454005118,54.77356900205368,11309.285818399127,16.96392872759869,market_open
2024-08-09,EXC,1783.5116669783592,36.242526935419754,64638.969630098574,96.95845444514786,market_open
2024-08-09,TQQQ,-1812.8839311650972,56.739292162806166,-102861.75102763303,154.29262654144955,market_open
2024-08-09,LEU,405.638452870917,40.43000030517578,16399.962773362204,24.599944160043307,market_open
2024-08-09,SMR,1891.819002975935,8.279999732971191,15664.260839470568,23.49639125920585,market_open
2024-08-12,EXC,-462.19328346319253,35.99152402059803,-16635.040663924567,24.952560995886852,market_open
2024-08-12,BWXT,364.2182597405575,97.34790426239469,35455.8842798398,53.1838264197597,market_open
2024-08-12,LEU,-405.638452870917,40.849998474121094,-16570.3301808218,24.855495271232698,market_open
2024-08-12,SMR,-595.1479389841122,9.5,-5653.905420349066,8.480858130523599,market_open
2024-08-13,EXC,31.275782538986277,36.02068953145659,1126.5752526901758,1.6898628790352639,market_open
2024-08-13,BWXT,8.899314120802785,96.6444267587151,860.0691117507238,1.2901036676260857,market_open
2024-08-13,SMR,29.25832200291211,9.390000343322754,274.7356536523924,0.4121034804785886,market_open
2024-08-14,EXC,-21.52793234356409,35.98179496701564,-774.6136476499075,1.1619204714748612,market_open
2024-08-14,BWXT,-4.029473071537723,96.93176555310657,-390.58393907285074,0.5858759086092761,market_open
2024-08-14,SMR,-111.6397457524497,10.0,-1116.397457524497,1.6745961862867456,market_open
2024-08-15,EXC,17.860248941316286,35.845688521495326,640.2129204667903,0.9603193807001854,market_open
2024-08-15,BWXT,4.98254527957647,97.52625428741177,485.92897793451806,0.7288934669017771,market_open
2024-08-15,SMR,84.55855525971037,9.6899995803833,819.3723649844117,1.2290585474766176,market_open
2024-08-16,EXC,-19.220386705720557,36.487352894195624,-701.301032494532,1.051951548741798,market_open
2024-08-16,BWXT,-4.946735199025113,97.37782554854377,-481.7023172455084,0.7225534758682627,market_open
2024-08-16,SMR,4.655449004090542,9.239999771118164,43.016347732248896,0.06452452159837334,market_open
2024-08-19,EXC,8.312146165550303,36.642907679312316,304.58120456120963,0.45687180684181444,market_open
2024-08-19,BWXT,2.410858325139941,97.586405427342,235.266997944989,0.3529004969174835,market_open
2024-08-19,SMR,55.459570289522844,9.104999542236328,504.95936209872895,0.7574390431480934,market_open
2024-08-20,SMR,-1358.963214795609,9.420000076293945,-12801.433587055302,19.202150380582953,market_open
2024-08-20,BWXT,-371.5347691955139,98.77829614156606,-36699.57145848287,55.049357187724304,market_open
2024-08-20,UVXY,4454.447654844747,22.06999969482422,98309.65838303404,147.46448757455107,market_open
2024-08-20,EXC,-1338.018242111735,36.60402255435447,-48976.84991239567,73.46527486859351,market_open
2024-08-21,UVXY,30.827768108802957,22.969999313354492,708.1138122914555,1.0621707184371831,market_open
2024-08-22,UVXY,231.5942245920187,23.260000228881836,5386.881717018066,8.0803225755271,market_open
2024-08-23,UVXY,-703.0899217534325,24.1200008392334,-16958.529502749334,25.437794254124,market_open
2024-08-26,UVXY,419.9150689544758,22.6299991607666,9502.677658033037,14.254016487049556,market_open
2024-08-27,UVXY,-125.359307571709,23.299999237060547,-2920.871770779258,4.381307656168887,market_open
2024-08-28,UVXY,505.3877936004383,22.200000762939453,11219.609403510016,16.829414105265023,market_open
2024-08-29,UVXY,-574.3344361109894,22.8700008392334,-13135.029035858968,19.702543553788452,market_open
2024-08-30,UVXY,48.202469137318076,22.170000076293945,1068.6487444518982,1.6029731166778474,market_open
2024-09-03,UVXY,1454.5606629423528,22.5,32727.61491620294,49.09142237430441,market_open
2024-09-04,TQQQ,2263.754516833526,60.295377133352275,136493.9323298071,204.74089849471068,market_open
2024-09-04,UVXY,-5742.151976744023,29.43000030517578,-168991.53442794233,253.4873016419135,market_open
2024-09-05,TQQQ,-2263.754516833526,60.39416166786852,-136717.55626601155,205.07633439901733,market_open
2024-09-05,UVXY,4846.718015613865,28.700000762939453,139100.81074587032,208.65121611880548,market_open
2024-09-06,TQQQ,2409.6659166079808,60.85842855074683,146648.48101705668,219.97272152558503,market_open
2024-09-06,UVXY,-4846.718015613865,26.510000228881836,-128486.49570324927,192.7297435548739,market_open
2024-09-09,TQQQ,-231.8241156142226,57.85551014646773,-13412.302473114563,20.118453709671844,market_open
2024-09-10,TQQQ,-21.989444935713436,59.050750869600165,-1298.4932346596052,1.9477398519894078,market_open
2024-09-11,EXC,1772.2127882979564,37.80957010852584,67006.60366637765,100.50990549956647,market_open
2024-09-11,BWXT,524.0669515624472,94.88477319058013,49725.97383568155,74.58896075352233,market_open
2024-09-11,TQQQ,-2155.8523560580447,60.43366930175887,-130286.0683494296,195.42910252414438,market_open
2024-09-11,SMR,2056.890289219905,8.220000267028809,16907.638726636582,25.361458089954873,market_open
2024-09-12,EXC,-58.22387103826031,38.29567692496556,-2229.7225546020763,3.3445838319031145,market_open
2024-09-12,BWXT,-18.14643368508348,95.86809106597615,-1739.66395704428,2.6094959355664202,market_open
2024-09-12,SMR,-167.08396698500792,8.75,-1461.9847111188192,2.1929770666782287,market_open
2024-09-13,EXC,8.690540069419967,38.820674291982705,337.3726254563773,0.5060589381845659,market_open
2024-09-13,BWXT,-0.1937687464666169,97.97376431012118,-18.98425349698795,0.028476380245481926,market_open
2024-09-13,SMR,61.201969949571094,8.949999809265137,547.757619375312,0.821636429062968,market_open
2024-09-16,EXC,-11.40878093994911,39.287340772737885,-448.22066458929754,0.6723309968839464,market_open
2024-09-16,BWXT,1.5201403401744074,98.13268750521502,149.17545696640636,0.22376318544960955,market_open
2024-09-16,SMR,-207.10864231359915,9.720000267028809,-2013.0960585921578,3.0196440878882367,market_open
2024-09-17,EXC,-30.16941010805658,39.238734265755596,-1183.809466184633,1.7757141992769496,market_open
2024-09-17,BWXT,-6.108936805703308,97.49701487639345,-595.6031026246029,0.8934046539369044,market_open
2024-09-17,SMR,-22.22772210124822,9.829999923706055,-218.4985065594294,0.3277477598391441,market_open
2024-09-18,EXC,-7.383208734738901,39.063730952802224,-288.41567958221975,0.43262351937332966,market_open
2024-09-18,BWXT,-2.0962752405818037,97.59633800691083,-204.58878693534004,0.30688318040301005,market_open
2024-09-18,SMR,93.31149379775434,9.010000228881836,840.7365804750726,1.261104870712609,market_open
2024-09-19,EXC,41.91762879296198,38.247069800699634,1603.2264743242335,2.4048397114863502,market_open
2024-09-19,BWXT,7.111182538559376,97.8347172800188,695.7205331865629,1.0435807997798443,market_open
2024-09-19,SMR,-2.888362027856374,9.569999694824219,-27.64162372512736,0.04146243558769104,market_open
2024-09-20,EXC,88.29504323594324,38.54845933032535,3403.6378832500764,5.105456824875114,market_open
2024-09-20,BWXT,18.197102705026168,99.32458638501707,1807.4196995823995,2.711129549373599,market_open
2024-09-20,SMR,-3.644255582059941,10.210000038146973,-37.207849631849314,0.05581177444777397,market_open
2024-09-23,SMR,-1808.4508039574587,10.880000114440918,-19675.94495401792,29.51391743102688,market_open
2024-09-23,BWXT,-524.349962668372,102.30432456347866,-53643.26876567304,80.46490314850956,market_open
2024-09-23,UVXY,5929.020962935144,23.170000076293945,137375.4161635557,206.06312424533354,market_open
2024-09-23,EXC,-1803.9307295752767,39.326232397913365,-70941.79910101474,106.4126986515221,market_open
2024-09-24,UVXY,20.16772651899464,23.389999389648438,471.72311096988125,0.7075846664548219,market_open
2024-09-25,UVXY,108.39673063933515,23.84000015258789,2584.1780749817785,3.876267112472668,market_open
2024-09-26,UVXY,-107.16233488457965,23.8700008392334,-2557.965023629127,3.83694753544369,market_open
2024-09-27,UVXY,410.9348619889597,24.1200008392334,9911.749216043969,14.867623824065953,market_open
